row_label_raw,row_label_full,"Chi phí nguyên, vật liệu",1.762.856.933,1.282.529.514,numeric__1.762.856.933,numeric__1.282.529.514
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",832.550.507,997.252.843,832550507.0,997252843.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,24.255.801.016,8.216.559.961,24255801016.0,8216559961.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,1.902.011.412,1.730.356.165,1902011412.0,1730356165.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,2.248.757.689,398.397.087,2248757689.0,398397087.0
Các khoản chi phí QLDN khác,Các khoản chi phí QLDN khác,Các khoản chi phí QLDN khác,20.178.923.024,9.990.150.676,20178923024.0,9990150676.0
Cộng,Cộng,Cộng,51.180.900.581,22.615.245.646,51180900581.0,22615245646.0
