row_label_raw,row_label_full,Chỉ tiêu,"Nhà cửa, vật kiến trúc","Máy móc, thiết bị","Phương tiện vận tải, truyền dẫn",Thiết bị quản lý,TSCĐ khác,Cộng,"numeric__Nhà cửa, vật kiến trúc","numeric__Máy móc, thiết bị","numeric__Phương tiện vận tải, truyền dẫn",numeric__Thiết bị quản lý,numeric__TSCĐ khác,numeric__Cộng
I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,,,,,,
1. Số dư đầu năm,I. Nguyên giá > 1. Số dư đầu năm,1. Số dư đầu năm,72.740.171.824,4.602.812.537,6.300.521.097,1.766.522.384,3.482.892.999,88.892.920.841,72740171824.0,4602812537.0,6300521097.0,1766522384.0,3482892999.0,88892920841.0
2. Số tăng trong năm,I. Nguyên giá > 2. Số tăng trong năm,2. Số tăng trong năm,63.111.207.331,285.579.260,1.096.094.864,599.919.914,15.360.000,65.108.161.369,63111207331.0,285579260.0,1096094864.0,599919914.0,15360000.0,65108161369.0
- Mua trong năm,I. Nguyên giá > - Mua trong năm,- Mua trong năm,44.734.675.455,285.579.260,1.096.094.864,599.919.914,,46.716.269.493,44734675455.0,285579260.0,1096094864.0,599919914.0,,46716269493.0
- Đầu tư XDCB hoàn thành,I. Nguyên giá > - Đầu tư XDCB hoàn thành,- Đầu tư XDCB hoàn thành,,,,,15.360.000,15.360.000,,,,,15360000.0,15360000.0
- Tăng khác,I. Nguyên giá > - Tăng khác,- Tăng khác,18.376.531.876,,,,,18.376.531.876,18376531876.0,,,,,18376531876.0
3. Số giảm trong năm,I. Nguyên giá > 3. Số giảm trong năm,3. Số giảm trong năm,,50.870.000,,183.595.909,,234.465.909,,50870000.0,,183595909.0,,234465909.0
"- Thanh lý, nhượng bán","I. Nguyên giá > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",,,,183.595.909,,183.595.909,,,,183595909.0,,183595909.0
- Giảm khác,I. Nguyên giá > - Giảm khác,- Giảm khác,,50.870.000,,,,50.870.000,,50870000.0,,,,50870000.0
4. Số dư cuối năm,I. Nguyên giá > 4. Số dư cuối năm,4. Số dư cuối năm,135.851.379.155,4.837.521.797,7.396.615.961,2.182.846.389,3.498.252.999,153.766.616.301,135851379155.0,4837521797.0,7396615961.0,2182846389.0,3498252999.0,153766616301.0
II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,,,,,,
1. Số dư đầu năm,II. Giá trị hao mòn luỹ kế > 1. Số dư đầu năm,1. Số dư đầu năm,12.296.262.672,2.069.251.988,3.939.346.579,1.104.371.054,325.489.907,19.734.722.200,12296262672.0,2069251988.0,3939346579.0,1104371054.0,325489907.0,19734722200.0
2. Khấu hao trong năm,II. Giá trị hao mòn luỹ kế > 2. Khấu hao trong năm,2. Khấu hao trong năm,21.367.364.260,494.985.659,647.424.838,356.805.032,103.457.251,22.970.037.040,21367364260.0,494985659.0,647424838.0,356805032.0,103457251.0,22970037040.0
- Khấu hao trong năm,II. Giá trị hao mòn luỹ kế > - Khấu hao trong năm,- Khấu hao trong năm,2.990.832.384,494.985.659,647.424.838,356.805.032,103.457.251,4.593.505.164,2990832384.0,494985659.0,647424838.0,356805032.0,103457251.0,4593505164.0
- Tăng khác,II. Giá trị hao mòn luỹ kế > - Tăng khác,- Tăng khác,18.376.531.876,,,,,18.376.531.876,18376531876.0,,,,,18376531876.0
3. Giảm trong năm,II. Giá trị hao mòn luỹ kế > 3. Giảm trong năm,3. Giảm trong năm,,4.476.453,,183.595.909,,188.072.362,,4476453.0,,183595909.0,,188072362.0
"- Thanh lý, nhượng bán","II. Giá trị hao mòn luỹ kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",,,,183.595.909,,183.595.909,,,,183595909.0,,183595909.0
- Giảm khác,II. Giá trị hao mòn luỹ kế > - Giảm khác,- Giảm khác,,4.476.453,,,,4.476.453,,4476453.0,,,,4476453.0
4. Số dư cuối năm,II. Giá trị hao mòn luỹ kế > 4. Số dư cuối năm,4. Số dư cuối năm,33.663.626.932,2.559.761.194,4.586.771.417,1.277.580.177,428.947.158,42.516.686.878,33663626932.0,2559761194.0,4586771417.0,1277580177.0,428947158.0,42516686878.0
III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,,,,,,
1. Tại ngày đầu năm,III. Giá trị còn lại > 1. Tại ngày đầu năm,1. Tại ngày đầu năm,60.443.909.152,2.533.560.549,2.361.174.518,662.151.330,3.157.403.092,69.158.198.641,60443909152.0,2533560549.0,2361174518.0,662151330.0,3157403092.0,69158198641.0
2. Tại ngày cuối năm,III. Giá trị còn lại > 2. Tại ngày cuối năm,2. Tại ngày cuối năm,102.187.752.223,2.277.760.603,2.809.844.544,905.266.212,3.069.305.841,111.249.929.423,102187752223.0,2277760603.0,2809844544.0,905266212.0,3069305841.0,111249929423.0
