row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2015,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Cộng
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,91.682.699.532,,,91.682.699.532,91682699532.0,,,91682699532.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,262.021.416.318,,,262.021.416.318,262021416318.0,,,262021416318.0
Vay và nợ,Vay và nợ,Vay và nợ,462.259.616.206,519.995.967.200,8.165.130.000,990.420.713.406,462259616206.0,519995967200.0,8165130000.0,990420713406.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,56.978.712.455,,,56.978.712.455,56978712455.0,,,56978712455.0
Cộng,Cộng,Cộng,872.942.444.511,519.995.967.200,8.165.130.000,1.401.103.541.711,872942444511.0,519995967200.0,8165130000.0,1401103541711.0
