row_label_raw,row_label_full,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Quyền biểu quyết,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Quyền biểu quyết
- Công ty CP Phú Hùng Phú Quốc,- Công ty CP Phú Hùng Phú Quốc,- Công ty CP Phú Hùng Phú Quốc,"Số 81 Hùng Vương, Khu Phố 5, Dương Đông, Phú Quốc, Kiên Giang","99,00%","99,00%",,0.99,0.99
- Công ty TNHH Dũng Thịnh Phát,- Công ty TNHH Dũng Thịnh Phát,- Công ty TNHH Dũng Thịnh Phát,"Số 09 Nguyễn Kim, P.12, Quận 5, Tp.HCM","66,00%","66,00%",,0.66,0.66
- Công ty CP Du Lịch Đồng Tháp,- Công ty CP Du Lịch Đồng Tháp,- Công ty CP Du Lịch Đồng Tháp,"Số 06, Đỗ Công Tường, Phường 2, Tp Cao Lãnh, tỉnh Đồng Tháp.","64,00%","64,00%",,0.64,0.64
