row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm nay,Năm trước,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,952.780.491.486,1.222.977.836.978,,,952780491486.0,1222977836978.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,72.164.550.078,23.689.038.720,,,72164550078.0,23689038720.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,880.615.941.408,1.199.288.798.258,,,880615941408.0,1199288798258.0
11,11,11,4. Giá vốn hàng bán,VI.03,691.231.554.631,1.001.869.699.030,,,691231554631.0,1001869699030.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,189.384.386.777,197.419.099.228,,,189384386777.0,197419099228.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.04,11.970.684.001,10.625.012.333,,,11970684001.0,10625012333.0
22,22,22,7. Chi phí tài chính,VI.05,20.888.947.425,52.680.947.242,,,20888947425.0,52680947242.0
23,23,23,Trong đó: Chi phí lãi vay,,17.880.872.209,49.543.107.781,,,17880872209.0,49543107781.0
24,24,24,8. Phần lãi hoặc lỗ trong Công ty liên doanh liên kết,VI.06,10.651.571.302,14.371.479.983,,,10651571302.0,14371479983.0
25,25,25,9. Chi phí bán hàng,VI.06,32.719.089.195,39.764.137.730,,,32719089195.0,39764137730.0
26,26,26,10. Chi phí quản lý doanh nghiệp,VI.06,51.180.900.581,22.615.245.646,,,51180900581.0,22615245646.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,107.217.704.879,107.355.260.926,,,107217704879.0,107355260926.0
31,31,31,12. Thu nhập khác,VI.07,988.132.150,781.954.036,,,988132150.0,781954036.0
32,32,32,13. Chi phí khác,VI.08,1.992.179.772,351.902.593,,,1992179772.0,351902593.0
40,40,40,14. Lợi nhuận khác,,(1.004.047.622),430.051.443,,,-1004047622.0,430051443.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,106.213.657.257,107.785.312.369,,,106213657257.0,107785312369.0
51,51,51,16. Chi phí thuế TNDN hiện hành,,22.001.097.813,20.371.178.842,,,22001097813.0,20371178842.0
52,52,52,17. Chi phí thuế TNDN hoãn lại,,(1.638.705.295),(1.740.225.916),,,-1638705295.0,-1740225916.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,85.851.264.739,89.154.359.443,,,85851264739.0,89154359443.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,85.631.155.321,89.151.043.528,,,85631155321.0,89151043528.0
62,62,62,20. Lợi nhuận sau thuế của Cổ đông không kiểm soát,,220.109.418,3.315.915,,,220109418.0,3315915.0
70,70,70,21. Lãi cơ bản trên cổ phiếu (*),,616,1.672,,,616.0,1672.0
71,71,71,22. Lãi suy giảm trên cổ phiếu (*),,581,555,,,581.0,555.0
