row_label_raw,row_label_full,Tên công ty,Tỷ lệ lợi ích,Quyền biểu quyết,Lợi nhuận sau thuế,Lợi nhuận chưa phân phối,numeric__Tỷ lệ lợi ích,numeric__Quyền biểu quyết,numeric__Lợi nhuận sau thuế,numeric__Lợi nhuận chưa phân phối
+ Công ty CP Đầu Tư Tài Chính Và Truyền Thông Quốc Tế.,+ Công ty CP Đầu Tư Tài Chính Và Truyền Thông Quốc Tế.,+ Công ty CP Đầu Tư Tài Chính Và Truyền Thông Quốc Tế.,35%,35%,2.053.208,(6.757.793.721),0.35,0.35,2053208.0,-6757793721.0
+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,23%,23%,104.135.053.694,96.148.880.481,0.23,0.23,104135053694.0,96148880481.0
