row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
"Nhà cửa, vật kiến trúc","Nhà cửa, vật kiến trúc","Nhà cửa, vật kiến trúc",4 - 50,
"Máy móc, thiết bị","Máy móc, thiết bị","Máy móc, thiết bị",3 - 20,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,2 - 17,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,2 - 10,
Khác,Khác,Khác,3 - 10,
