row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,31,28.762.798.502.282,18.086.263.045.058,,1.0,31.0,28762798502282.0,18086263045058.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,31,184.399.867.833,137.550.122.622,,2.0,31.0,184399867833.0,137550122622.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,28.578.398.634.449,17.948.712.922.436,,10.0,,28578398634449.0,17948712922436.0
4.,4.,4.,Giá vốn hàng bán,11,32,24.205.377.339.050,15.321.523.056.447,,11.0,32.0,24205377339050.0,15321523056447.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,4.373.021.295.399,2.627.189.865.989,,20.0,,4373021295399.0,2627189865989.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,34,1.167.963.586.009,697.421.975.278,,21.0,34.0,1167963586009.0,697421975278.0
7.,7.,7.,Chỉ phí tài chính,22,35,1.574.559.377.524,1.119.920.502.681,,22.0,35.0,1574559377524.0,1119920502681.0
,,,- Trong đó: Chi phí lãi vay,23,,1.125.042.134.182,766.000.118.220,,23.0,,1125042134182.0,766000118220.0
8.,8.,8.,"Phần lãi trong công ty liên kết, liên doanh",24,18,229.588.314.575,39.286.013.627,,24.0,18.0,229588314575.0,39286013627.0
9.,9.,9.,Chỉ phí bán hàng,25,36,887.044.001.805,470.412.298.616,,25.0,36.0,887044001805.0,470412298616.0
10.,10.,10.,Chỉ phí quản lý doanh nghiệp,26,36,1.289.304.525.228,640.854.628.605,,26.0,36.0,1289304525228.0,640854628605.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,2.019.665.291.426,1.132.710.424.992,,30.0,,2019665291426.0,1132710424992.0
12.,12.,12.,Thu nhập khác,31,,93.347.906.989,75.510.099.329,,31.0,,93347906989.0,75510099329.0
13.,13.,13.,Chỉ phí khác,32,,56.020.381.979,11.025.161.423,,32.0,,56020381979.0,11025161423.0
14.,14.,14.,Lợi nhuận khác (40=31-32),40,,37.327.525.010,64.484.937.906,,40.0,,37327525010.0,64484937906.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,2.056.992.816.436,1.197.195.362.898,,50.0,,2056992816436.0,1197195362898.0
16.,16.,16.,Chỉ phí thuế thu nhập doanh nghiệp hiện hành,51,37,390.834.119.468,209.712.288.123,,51.0,37.0,390834119468.0,209712288123.0
17.,17.,17.,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,52,37,(200.605.096),7.831.713.320,,52.0,37.0,-200605096.0,7831713320.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.666.359.302.064,979.651.361.455,,60.0,,1666359302064.0,979651361455.0
,,,Trong đó:,,,,,,,,,
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,1.038.701.162.390,801.705.009.438,,61.0,,1038701162390.0,801705009438.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,627.658.139.674,177.946.352.017,,62.0,,627658139674.0,177946352017.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,38,,1.425,,70.0,38.0,,1425.0
