row_label_raw,row_label_full,col_0,Số đã báo cáo,Số trình bày lại,numeric__Số đã báo cáo,numeric__Số trình bày lại
,,,VND,VND,,
Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp,Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp,Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp,801.705.009.438,801.705.009.438,801705009438.0,801705009438.0
Trích quỹ khen thưởng phúc lợi và thù lao Hội đồng quản trị,Trích quỹ khen thưởng phúc lợi và thù lao Hội đồng quản trị,Trích quỹ khen thưởng phúc lợi và thù lao Hội đồng quản trị,-,(22.235.865.358),,-22235865358.0
Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,801.705.009.438,779.469.144.080,801705009438.0,779469144080.0
Cổ phiếu phổ thông đang lưu hành bình quân trong năm,Cổ phiếu phổ thông đang lưu hành bình quân trong năm,Cổ phiếu phổ thông đang lưu hành bình quân trong năm,476.747.304,546.988.323,476747304.0,546988323.0
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,1.682,1.425,1682.0,1425.0
