row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > VND Dự phòng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,Số đầu năm > VND Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > VND Dự phòng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý,numeric__Số đầu năm > VND Dự phòng
Cổ phiếu (i),Cổ phiếu (i),Cổ phiếu (i),729.106.336.118,711.605.637.198,(17.500.698.920),640.877.873.893,713.284.567.000,-,729106336118.0,711605637198.0,-17500698920.0,640877873893.0,713284567000.0,
Trái phiếu (ii),Trái phiếu (ii),Trái phiếu (ii),6.324.486.696.790,(iii),-,976.448.503.970,(iii),-,6324486696790.0,,,976448503970.0,,
,,,7.053.593.032.908,,(17.500.698.920),1.617.326.377.863,,-,7053593032908.0,,-17500698920.0,1617326377863.0,,
