row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Trong năm,Trong năm_1,Trong năm_2,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Trong năm,numeric__Trong năm_1,numeric__Trong năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,VND,VND,VND,VND,VND,VND,VND,,,,,,,
,,,Giá trị,Số có khả năng trả nợ,Tăng do hợp nhất kinh doanh/(Giảm do thoái vốn công ty con),Tăng,Giảm,Giá trị,Số có khả năng trả nợ,,,,,,,
Vay ngắn hạn (i),Vay ngắn hạn (i),Vay ngắn hạn (i),3.555.209.529.182,3.555.209.529.182,1.401.190.712.510,24.966.144.872.765,23.189.181.758.288,6.733.363.356.169,6.733.363.356.169,3555209529182.0,3555209529182.0,1401190712510.0,24966144872765.0,23189181758288.0,6733363356169.0,6733363356169.0
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,3.118.535.679.588,3.118.535.679.588,1.458.010.712.510,23.110.378.871.932,20.993.269.368.711,6.693.655.895.319,6.693.655.895.319,3118535679588.0,3118535679588.0,1458010712510.0,23110378871932.0,20993269368711.0,6693655895319.0,6693655895319.0
Vay đối tượng khác,Vay đối tượng khác,Vay đối tượng khác,436.673.849.594,436.673.849.594,(56.820.000.000),1.855.766.000.833,2.195.912.389.577,39.707.460.850,39.707.460.850,436673849594.0,436673849594.0,-56820000000.0,1855766000833.0,2195912389577.0,39707460850.0,39707460850.0
Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,773.299.711.101,773.299.711.101,235.829.905.386,2.042.738.774.033,1.412.821.555.665,1.639.046.834.855,1.639.046.834.855,773299711101.0,773299711101.0,235829905386.0,2042738774033.0,1412821555665.0,1639046834855.0,1639046834855.0
Vay dài hạn đến hạn trả ngân hàng,Vay dài hạn đến hạn trả ngân hàng,Vay dài hạn đến hạn trả ngân hàng,224.061.344.168,224.061.344.168,235.829.905.386,1.073.364.883.056,411.821.555.665,1.121.434.576.945,1.121.434.576.945,224061344168.0,224061344168.0,235829905386.0,1073364883056.0,411821555665.0,1121434576945.0,1121434576945.0
Trái phiếu đến hạn thanh toán,Trái phiếu đến hạn thanh toán,Trái phiếu đến hạn thanh toán,549.238.366.933,549.238.366.933,-,969.373.890.977,1.001.000.000.000,517.612.257.910,517.612.257.910,549238366933.0,549238366933.0,,969373890977.0,1001000000000.0,517612257910.0,517612257910.0
,,,4.328.509.240.283,4.328.509.240.283,1.637.020.617.896,27.008.883.646.798,24.602.003.313.953,8.372.410.191.024,8.372.410.191.024,4328509240283.0,4328509240283.0,1637020617896.0,27008883646798.0,24602003313953.0,8372410191024.0,8372410191024.0
