row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Dự phòng chi phí bảo dưỡng hạ tầng khu công nghiệp,Ngắn hạn > Dự phòng chi phí bảo dưỡng hạ tầng khu công nghiệp,Dự phòng chi phí bảo dưỡng hạ tầng khu công nghiệp,108.809.143.289,-,108809143289.0,
Dự phòng bảo hành sản phẩm hàng hóa,Ngắn hạn > Dự phòng bảo hành sản phẩm hàng hóa,Dự phòng bảo hành sản phẩm hàng hóa,72.767.463.817,58.277.225.841,72767463817.0,58277225841.0
Dự phòng bảo hành công trình xây dựng,Ngắn hạn > Dự phòng bảo hành công trình xây dựng,Dự phòng bảo hành công trình xây dựng,8.768.137.812,-,8768137812.0,
Dự phòng phải trả khác,Ngắn hạn > Dự phòng phải trả khác,Dự phòng phải trả khác,63.157.801.912,17.963.300.511,63157801912.0,17963300511.0
,,,253.502.546.830,76.240.526.352,253502546830.0,76240526352.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Dự phòng chi phí sửa chữa lớn TSCĐ,Dài hạn > Dự phòng chi phí sửa chữa lớn TSCĐ,Dự phòng chi phí sửa chữa lớn TSCĐ,220.834.000.000,-,220834000000.0,
Dự phòng bảo hành sản phẩm hàng hóa,Dài hạn > Dự phòng bảo hành sản phẩm hàng hóa,Dự phòng bảo hành sản phẩm hàng hóa,77.575.687.978,74.004.518.026,77575687978.0,74004518026.0
Dự phòng trợ cấp thời việc,Dài hạn > Dự phòng trợ cấp thời việc,Dự phòng trợ cấp thời việc,4.115.605.585,6.767.221.760,4115605585.0,6767221760.0
Dự phòng phải trả khác,Dài hạn > Dự phòng phải trả khác,Dự phòng phải trả khác,5.327.178.688,-,5327178688.0,
,,,307.852.472.251,80.771.739.786,307852472251.0,80771739786.0
