row_label_raw,row_label_full,Khoản mục,"Nhà cửa, vật kiến trúc",Máy móc thiết bị,Phương tiện vận tải truyền dẫn,Thiết bị dụng cụ quản lý,Tài sản cố định khác,Tổng cộng,"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc thiết bị,numeric__Phương tiện vận tải truyền dẫn,numeric__Thiết bị dụng cụ quản lý,numeric__Tài sản cố định khác,numeric__Tổng cộng
Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,,,,,,,,,,,,
Số dư đầu năm,Nguyên giá TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,43.815,187.278,70.912,95.021,33,397.059,43815.0,187278.0,70912.0,95021.0,33.0,397059.0
- Mua trong năm,Nguyên giá TSCĐ hữu hình > - Mua trong năm,- Mua trong năm,42.110,11.566,2.997,12.255,-,68.928,42110.0,11566.0,2997.0,12255.0,,68928.0
"- Thanh lý, nhượng bán","Nguyên giá TSCĐ hữu hình > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(1.578),(9.214),(6.201),(22.137),(33),(39.163),-1578.0,-9214.0,-6201.0,-22137.0,-33.0,-39163.0
Số dư cuối năm,Nguyên giá TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,84.347,189.630,67.708,85.139,-,426.824,84347.0,189630.0,67708.0,85139.0,,426824.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,16.115,88.270,38.140,45.934,33,188.492,16115.0,88270.0,38140.0,45934.0,33.0,188492.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,2.622,19.800,5.758,12.735,-,40.915,2622.0,19800.0,5758.0,12735.0,,40915.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(649),(9.190),(6.151),(20.179),(33),(36.202),-649.0,-9190.0,-6151.0,-20179.0,-33.0,-36202.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,18.088,98.880,37.747,38.490,-,193.205,18088.0,98880.0,37747.0,38490.0,,193205.0
Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,,,,,,,,,,,,
Số dư đầu năm,Giá trị còn lại của TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,27.700,99.008,32.772,49.087,-,208.567,27700.0,99008.0,32772.0,49087.0,,208567.0
Số dư cuối năm,Giá trị còn lại của TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,66.259,90.750,29.961,46.649,-,233.619,66259.0,90750.0,29961.0,46649.0,,233619.0
