row_label_raw,row_label_full,Ông Tạ Kiều Hưng,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Bà Phạm Thị Hiền,Bà Phạm Thị Hiền,Bà Phạm Thị Hiền,Phó Tổng Giám đốc,Miễn nhiệm ngày 23 tháng 12 năm 2025,,
Bà Võ Thị Thùy Dương,Bà Võ Thị Thùy Dương,Bà Võ Thị Thùy Dương,Phó Tổng Giám đốc,,,
Ông Nguyễn Viết Hội,Ông Nguyễn Viết Hội,Ông Nguyễn Viết Hội,Phó Tổng Giám đốc,,,
Ông Nguyễn Hiếu Nhân Ghislain,Ông Nguyễn Hiếu Nhân Ghislain,Ông Nguyễn Hiếu Nhân Ghislain,Phó Tổng Giám đốc,Bổ nhiệm ngày 25 tháng 9 năm 2025,,
Bà Bùi Thị Khánh Vân,Bà Bùi Thị Khánh Vân,Bà Bùi Thị Khánh Vân,Kế toán trưởng,,,
