row_label_raw,row_label_full,7. Chứng khoán đầu tư (tiếp theo) > 7.2 Chứng khoán đầu tư giữ đến ngày đáo hạn,31/12/2025,31/12/2024,numeric__31/12/2025,numeric__31/12/2024
- Chứng khoán Nợ do các TCKT trong nước phát hành (*),- Chứng khoán Nợ do các TCKT trong nước phát hành (*),- Chứng khoán Nợ do các TCKT trong nước phát hành (*),19.233.403,14.325.518,19233403.0,14325518.0
- Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (i),- Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (i),- Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (i),(104.523),(157.489),-104523.0,-157489.0
Cộng,Cộng,Cộng,19.128.880,14.168.029,19128880.0,14168029.0
Tổng cộng,Tổng cộng,Tổng cộng,21.540.998,18.718.304,21540998.0,18718304.0
