row_label_raw,row_label_full,"29. Tỉnh hình thu nhập của cán bộ, công nhân viên > Số lượng nhân viên ngày 31/12",Năm 2025 > 2.318,Năm 2024 > 2.085,numeric__Năm 2025 > 2.318,numeric__Năm 2024 > 2.085
"I. Bình quân số cán bộ, công nhân viên","I. Bình quân số cán bộ, công nhân viên","I. Bình quân số cán bộ, công nhân viên",2.202,2.029,2202.0,2029.0
"II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên",,,,
1. Tổng quỹ lương,"II. Thu nhập của cán bộ, công nhân viên > 1. Tổng quỹ lương",1. Tổng quỹ lương,1.000.649,718.103,1000649.0,718103.0
2. Thu nhập khác,"II. Thu nhập của cán bộ, công nhân viên > 2. Thu nhập khác",2. Thu nhập khác,50.252,36.069,50252.0,36069.0
3. Tổng thu nhập (1+2),"II. Thu nhập của cán bộ, công nhân viên > 3. Tổng thu nhập (1+2)",3. Tổng thu nhập (1+2),1.050.901,754.172,1050901.0,754172.0
4. Tiền lương bình quân (triệu đồng/người/tháng),"II. Thu nhập của cán bộ, công nhân viên > 4. Tiền lương bình quân (triệu đồng/người/tháng)",4. Tiền lương bình quân (triệu đồng/người/tháng),"37,87","29,49",37.87,29.49
5. Thu nhập bình quân (triệu đồng/người/tháng),"II. Thu nhập của cán bộ, công nhân viên > 5. Thu nhập bình quân (triệu đồng/người/tháng)",5. Thu nhập bình quân (triệu đồng/người/tháng),"39,77","30,97",39.77,30.97
