row_label_raw,row_label_full,Chỉ tiêu,Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp/khẩu trừ,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp/khẩu trừ,numeric__Số dư cuối năm
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,2.002,50.601,49.314,3.289,2002.0,50601.0,49314.0,3289.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,(47),1.491,1.500,(56),-47.0,1491.0,1500.0,-56.0
3. Các loại thuế khác,3. Các loại thuế khác,3. Các loại thuế khác,7.260,145.398,142.899,9.759,7260.0,145398.0,142899.0,9759.0
Tổng cộng,Tổng cộng,Tổng cộng,9.215,197.490,193.713,12.992,9215.0,197490.0,193713.0,12992.0
