row_label_raw,row_label_full,Loại tài sản đảm bảo,31/12/2025,31/12/2024,numeric__31/12/2025,numeric__31/12/2024
Bất động sản,Bất động sản,Bất động sản,69.678.355,50.925.990,69678355.0,50925990.0
Động sản,Động sản,Động sản,8.027.495,8.652.453,8027495.0,8652453.0
Giấy tờ có giá,Giấy tờ có giá,Giấy tờ có giá,4.156.077,18.336.041,4156077.0,18336041.0
Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,189.034.601,136.777.346,189034601.0,136777346.0
Tổng,Tổng,Tổng,270.896.528,214.691.830,270896528.0,214691830.0
