row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
"1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí",27.010,17.443,27010.0,17443.0
2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,1.089.359,955.516,1089359.0,955516.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,1.000.649,881.971,1000649.0,881971.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,38.458,34.046,38458.0,34046.0
Chi trợ cấp,Trong đó: > Chi trợ cấp,Chi trợ cấp,364,855,364.0,855.0
Chi khác cho nhân viên,Trong đó: > Chi khác cho nhân viên,Chi khác cho nhân viên,49.888,38.644,49888.0,38644.0
3. Chi về tài sản,Trong đó: > 3. Chi về tài sản,3. Chi về tài sản,364.404,330.871,364404.0,330871.0
Trong đó: Khấu hao tài sản cố định,Trong đó: > Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,58.157,45.541,58157.0,45541.0
4. Chi cho hoạt động quản lý công vụ (*),Trong đó: > 4. Chi cho hoạt động quản lý công vụ (*),4. Chi cho hoạt động quản lý công vụ (*),350.076,256.489,350076.0,256489.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Công tác phí,Trong đó: > Công tác phí,Công tác phí,10.867,10.523,10867.0,10523.0
Chi về các hoạt động đoàn thể của TCTD,Trong đó: > Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,9,141,9.0,141.0
"5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > 5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",147.404,118.060,147404.0,118060.0
6. Chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng giảm giá chứng khoán) (**),Trong đó: > 6. Chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng giảm giá chứng khoán) (**),6. Chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng giảm giá chứng khoán) (**),65.524,1.713.669,65524.0,1713669.0
Tổng cộng,Trong đó: > Tổng cộng,Tổng cộng,2.043.777,3.392.048,2043777.0,3392048.0
