row_label_raw,row_label_full,col_0,Ngành kinh doanh,Tỷ lệ vốn góp(%),Giá gốcTriệu VND,Giá trị ghi sốTriệu VND,numeric__Ngành kinh doanh,numeric__Tỷ lệ vốn góp(%),numeric__Giá gốcTriệu VND,numeric__Giá trị ghi sốTriệu VND
Công ty Liên doanh TNHHVietcombank – Bonday – Bến Thành (i),Công ty Liên doanh TNHHVietcombank – Bonday – Bến Thành (i),Công ty Liên doanh TNHHVietcombank – Bonday – Bến Thành (i),Cho thuêvăn phòng,52%,410.365,515.262,,0.52,410365.0,515262.0
Công ty Liên doanh Quản lý Quỹ đầu tưChứng khoán Vietcombank (i),Công ty Liên doanh Quản lý Quỹ đầu tưChứng khoán Vietcombank (i),Công ty Liên doanh Quản lý Quỹ đầu tưChứng khoán Vietcombank (i),Quản lý quỹđầu tư,51%,135.150,152.913,,0.51,135150.0,152913.0
Công ty TNHH Bảo hiểm Nhân thọVietcombank – Cardif (ii),Công ty TNHH Bảo hiểm Nhân thọVietcombank – Cardif (ii),Công ty TNHH Bảo hiểm Nhân thọVietcombank – Cardif (ii),Bảo hiểmnhân thọ,45%,270.000,272.632,,0.45,270000.0,272632.0
,,,,,815.515,940.807,,,815515.0,940807.0
