row_label_raw,row_label_full,STT,Chỉ tiêu,2019Triệu VND,2018Triệu VND,numeric__Chỉ tiêu,numeric__2019Triệu VND,numeric__2018Triệu VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(1.005.065),(1.133.639),,-1005065.0,-1133639.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",11.589,6.767,,11589.0,6767.0
03,03,03,"Tiền chi cho thanh lý, nhượng bán tài sản cố định",(6.315),(1.692),,-6315.0,-1692.0
04,04,04,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",95.773,2.628.038,,95773.0,2628038.0
05,05,05,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư,góp vốn dài hạn",154.582,129.753,,154582.0,129753.0
06,06,06,Tiền thu từ cổ tức đã có quyết định từ năm trước,42.989,-,,42989.0,
II,II,II,Lưu chuyển tiền thuần từ hoạt động đầu tư,(706.447),1.629.227,,-706447.0,1629227.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01,01,01,Tăng vốn cổ phần từ phát hành cổ phiếu,1.111.088,-,,1111088.0,
02,02,02,Thặng dư vốn cổ phần từ phát hành cổ phiếu,4.995.389,-,,4995389.0,
03,03,03,"Cổ tức đã trả cho cổ đông, lợi nhuận đã chia",(2.219.483),(2.914.981),,-2219483.0,-2914981.0
III,III,III,Lưu chuyển tiền thuần từ hoạt động tài chính,3.886.994,(2.914.981),,3886994.0,-2914981.0
IV,IV,IV,Lưu chuyển tiền thuần trong năm,28.256.379,(61.520.091),,28256379.0,-61520091.0
V,V,V,Tiền và các khoản tương đương tiềntại thời điểm đầu năm,244.014.156,305.534.247,,244014156.0,305534247.0
VII,VII,VII,Tiền và các khoản tương đương tiềntại thời điểm cuối năm (Thuyết minh 36),272.270.535,244.014.156,,272270535.0,244014156.0
