row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị hợp đồng Triệu VND,31/12/2019 > Giá trị ghi số Triệu VND,31/12/2018 > Giá trị hợp đồng Triệu VND,31/12/2018 > Giá trị ghi số Triệu VND,numeric__31/12/2019 > Giá trị hợp đồng Triệu VND,numeric__31/12/2019 > Giá trị ghi số Triệu VND,numeric__31/12/2018 > Giá trị hợp đồng Triệu VND,numeric__31/12/2018 > Giá trị ghi số Triệu VND
Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,,,,
Hợp đồng hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ > Hợp đồng hoán đổi tiền tệ,Hợp đồng hoán đổi tiền tệ,80.161.918,(59.895),49.068.305,245.703,80161918.0,-59895.0,49068305.0,245703.0
Hợp đồng kỳ hạn tiền tệ,Công cụ tài chính phải sinh tiền tệ > Hợp đồng kỳ hạn tiền tệ,Hợp đồng kỳ hạn tiền tệ,13.347.334,158.207,15.228.880,30.280,13347334.0,158207.0,15228880.0,30280.0
,,,93.509.252,98.312,64.297.185,275.983,93509252.0,98312.0,64297185.0,275983.0
