row_label_raw,row_label_full,col_0,col_1,VNDTriệu VND,USDTriệu VND,EURTriệu VND,Tiền tệ khácTriệu VND,Tổng cộngTriệu VND,numeric__col_1,numeric__VNDTriệu VND,numeric__USDTriệu VND,numeric__EURTriệu VND,numeric__Tiền tệ khácTriệu VND,numeric__Tổng cộngTriệu VND
Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,Tài sân,,,,,,
I,Tài sân > I,I,"Tiền mặt, vàng bạc, đá quý",11.080.852,2.033.415,333.168,330.923,13.778.358,,11080852.0,2033415.0,333168.0,330923.0,13778358.0
II,Tài sân > II,II,Tiền gửi tại Ngân hàng Nhà nước,31.147.235,3.506.001,-,30.855,34.684.091,,31147235.0,3506001.0,,30855.0,34684091.0
III,Tài sân > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,154.397.361,70.814.463,7.859.176,19.399.372,252.470.372,,154397361.0,70814463.0,7859176.0,19399372.0,252470372.0
IV,Tài sân > IV,IV,Chứng khoán kinh doanh – gộp,1.889.628,-,-,-,1.889.628,,1889628.0,,,,1889628.0
V,Tài sân > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,50.085.609,(49.743.457),3.322,(247.162),98.312,,50085609.0,-49743457.0,3322.0,-247162.0,98312.0
VI,Tài sân > VI,VI,Cho vay khách hàng – gộp,644.893.007,89.343.948,326.393,143.543,734.706.891,,644893007.0,89343948.0,326393.0,143543.0,734706891.0
VII,Tài sân > VII,VII,Chứng khoán đầu tư – gộp,110.045.392,57.925.000,-,-,167.970.392,,110045392.0,57925000.0,,,167970392.0
VIII,Tài sân > VIII,VIII,"Góp vốn, đầu tư dài hạn – gộp",2.539.493,-,-,-,2.539.493,,2539493.0,,,,2539493.0
IX,Tài sân > IX,IX,Tài sản cố định,6.666.780,31.268,-,12.395,6.710.443,,6666780.0,31268.0,,12395.0,6710443.0
X,Tài sân > X,X,Tài sản Có khác – gộp,19.965.272,1.636.840,68.592,224.962,21.895.666,,19965272.0,1636840.0,68592.0,224962.0,21895666.0
Tổng tài sân,Tài sân > Tổng tài sân,Tổng tài sân,Tổng tài sân,1.032.710.629,175.547.478,8.590.651,19.894.888,1.236.743.646,,1032710629.0,175547478.0,8590651.0,19894888.0,1236743646.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,
I,Nợ phải trả > I,I,Các khoản nợ Chính phủ và NHNN và tiền gửi và vay các TCTD khác,124.427.030,22.513.846,3.921.128,15.120.887,165.982.891,,124427030.0,22513846.0,3921128.0,15120887.0,165982891.0
II,Nợ phải trả > II,II,Tiền gửi của khách hàng,774.022.063,147.404.192,4.407.479,2.617.135,928.450.869,,774022063.0,147404192.0,4407479.0,2617135.0,928450869.0
IV,Nợ phải trả > IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",20.431,-,-,-,20.431,,20431.0,,,,20431.0
V,Nợ phải trả > V,V,Phát hành giấy tờ có giá,21.383.199,733,-,-,21.383.932,,21383199.0,733.0,,,21383932.0
VI,Nợ phải trả > VI,VI,Các khoản nợ phải trả khác,24.127.872,1.612.902,104.235,152.744,25.997.753,,24127872.0,1612902.0,104235.0,152744.0,25997753.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,943.980.595,171.531.673,8.432.842,17.890.766,1.141.835.876,,943980595.0,171531673.0,8432842.0,17890766.0,1141835876.0
Trạng thái tiền tệ nội bằng,Nợ phải trả > Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,88.730.034,4.015.805,157.809,2.004.122,94.907.770,,88730034.0,4015805.0,157809.0,2004122.0,94907770.0
