row_label_raw,row_label_full,Năm kết thúc ngày 31 tháng 12 năm 2019:,Năm kết thúc ngày 31 tháng 12 năm 2019:_1,Miền Bắc > Triệu VND,Miền Trung và Tây Nguyên > Triệu VND,Miền Nam > Triệu VND,Nước ngoài > Triệu VND,Loại trừ > Triệu VND,Tổng cộng > Triệu VND,numeric__Năm kết thúc ngày 31 tháng 12 năm 2019:_1,numeric__Miền Bắc > Triệu VND,numeric__Miền Trung và Tây Nguyên > Triệu VND,numeric__Miền Nam > Triệu VND,numeric__Nước ngoài > Triệu VND,numeric__Loại trừ > Triệu VND,numeric__Tổng cộng > Triệu VND
1,1,1,Thu nhập lãi và các khoản thu nhập tương tự,95.199.315,16.255.408,46.137.389,129.333,(89.997.255),67.724.190,,95199315.0,16255408.0,46137389.0,129333.0,-89997255.0,67724190.0
2,2,2,Chi phí lãi và các chi phí tương tự,(80.280.125),(11.405.025),(31.425.673),(45.540),90.009.523,(33.146.840),,-80280125.0,-11405025.0,-31425673.0,-45540.0,90009523.0,-33146840.0
I,I,I,Thu nhập lãi thuần,14.919.190,4.850.383,14.711.716,83.793,12.268,34.577.350,,14919190.0,4850383.0,14711716.0,83793.0,12268.0,34577350.0
3,3,3,Thu nhập từ hoạt động dịch vụ,4.820.544,922.245,3.362.244,60.376,(162.902),9.002.507,,4820544.0,922245.0,3362244.0,60376.0,-162902.0,9002507.0
4,4,4,Chi phí hoạt động dịch vụ,(4.597.071),(26.731),(95.016),(18.261),41.416,(4.695.663),,-4597071.0,-26731.0,-95016.0,-18261.0,41416.0,-4695663.0
II,II,II,Lãi thuần từ hoạt động dịch vụ,223.473,895.514,3.267.228,42.115,(121.486),4.306.844,,223473.0,895514.0,3267228.0,42115.0,-121486.0,4306844.0
III,III,III,Lãi thuần từ hoạt động kinh doanh ngoại hối,2.321.020,160.871,895.207,1.176,-,3.378.274,,2321020.0,160871.0,895207.0,1176.0,,3378274.0
IV,IV,IV,Lãi thuần từ mua bán chứng khoán kinh doanh,158.250,-,-,-,(12.268),145.982,,158250.0,,,,-12268.0,145982.0
V,V,V,Lãi thuần từ mua bán chứng khoán đầu tư,7.040,-,-,-,-,7.040,,7040.0,,,,,7040.0
5,5,5,Thu nhập từ hoạt động khác,1.333.541,356.208,1.737.690,326,-,3.427.765,,1333541.0,356208.0,1737690.0,326.0,,3427765.0
6,6,6,Chi phí hoạt động khác,(131.162),(114.512),(112.296),-,-,(357.970),,-131162.0,-114512.0,-112296.0,,,-357970.0
VI,VI,VI,Lãi thuần từ hoạt động khác,1.202.379,241.696,1.625.394,326,-,3.069.795,,1202379.0,241696.0,1625394.0,326.0,,3069795.0
VII,VII,VII,"Thu nhập từ góp vốn, mua cổ phần",245.096,-,-,-,-,245.096,,245096.0,,,,,245096.0
,,,Tổng thu nhập hoạt động,19.076.448,6.148.464,20.499.545,127.410,(121.486),45.730.381,,19076448.0,6148464.0,20499545.0,127410.0,-121486.0,45730381.0
VIII,VIII,VIII,Chi phí hoạt động,(10.485.636),(1.436.113),(3.914.410),(77.422),96.006,(15.817.575),,-10485636.0,-1436113.0,-3914410.0,-77422.0,96006.0,-15817575.0
IX,IX,IX,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,8.590.812,4.712.351,16.585.135,49.988,(25.480),29.912.806,,8590812.0,4712351.0,16585135.0,49988.0,-25480.0,29912806.0
X,X,X,Chi phí dự phòng rủi ro tín dụng,(3.337.520),(1.590.605),(1.861.639),(665),-,(6.790.429),,-3337520.0,-1590605.0,-1861639.0,-665.0,,-6790429.0
XI,XI,XI,Tổng lợi nhuận trước thuế,5.253.292,3.121.746,14.723.496,49.323,(25.480),23.122.377,,5253292.0,3121746.0,14723496.0,49323.0,-25480.0,23122377.0
7,7,7,Chi phí thuế TNDN hiện hành,(1.414.814),(624.349),(2.944.216),(9.085),-,(4.992.464),,-1414814.0,-624349.0,-2944216.0,-9085.0,,-4992464.0
8,8,8,Chi phí thuế TNDN hoãn lại,398.803,-,-,(2.728),-,396.075,,398803.0,,,-2728.0,,396075.0
XII,XII,XII,Chi phí thuế TNDN,(1.016.011),(624.349),(2.944.216),(11.813),-,(4.596.389),,-1016011.0,-624349.0,-2944216.0,-11813.0,,-4596389.0
XIII,XIII,XIII,Lợi nhuận sau thuế,4.237.281,2.497.397,11.779.280,37.510,(25.480),18.525.988,,4237281.0,2497397.0,11779280.0,37510.0,-25480.0,18525988.0
