row_label_raw,row_label_full,Số dư tại ngày1/1/2019Triệu VND,Phát sinh trong năm > Số phải nộpTriệu VND,Phát sinh trong năm > Số đã nộpTriệu VND,Số dư tại ngày 31/12/2019 > Phải trảTriệu VND,Số dư tại ngày 31/12/2019 > Ứng trướcTriệu VND,Số dư tại ngày 31/12/2019 > Tổng cộngTriệu VND,numeric__Phát sinh trong năm > Số phải nộpTriệu VND,numeric__Phát sinh trong năm > Số đã nộpTriệu VND,numeric__Số dư tại ngày 31/12/2019 > Phải trảTriệu VND,numeric__Số dư tại ngày 31/12/2019 > Ứng trướcTriệu VND,numeric__Số dư tại ngày 31/12/2019 > Tổng cộngTriệu VND
31.195,31.195,31.195,636.927,(639.250),60.684,(31.812),28.872,636927.0,-639250.0,60684.0,-31812.0,28872.0
1.342.904,1.342.904,1.342.904,4.992.489,(4.827.328),1.508.125,(60),1.508.065,4992489.0,-4827328.0,1508125.0,-60.0,1508065.0
1.342.984,1.342.984,1.342.984,4.992.464,(4.827.323),1.508.125,-,1.508.125,4992464.0,-4827323.0,1508125.0,,1508125.0
(22),(22),(22),25,(5),-,(2),(2),25.0,-5.0,,-2.0,-2.0
(58),(58),(58),-,-,-,(58),(58),,,,-58.0,-58.0
216.167,216.167,216.167,1.247.993,(1.284.049),180.113,(2),180.111,1247993.0,-1284049.0,180113.0,-2.0,180111.0
1.590.266,1.590.266,1.590.266,6.877.409,(6.750.627),1.748.922,(31.874),1.717.048,6877409.0,-6750627.0,1748922.0,-31874.0,1717048.0
