row_label_raw,row_label_full,col_0,col_1,Quá hạn,Không chịu lãi,Dưới 1 tháng,Từ 1 đến 3 tháng,Từ trên 3 tháng đến 6 tháng,Từ trên 6 tháng đến 12 tháng,Từ trên 1 năm đến 5 năm,Trên 5 năm,Tổng cộng,numeric__col_1,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Dưới 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ trên 3 tháng đến 6 tháng,numeric__Từ trên 6 tháng đến 12 tháng,numeric__Từ trên 1 năm đến 5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
,,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
I,I,I,Tài sản,,,,,,,,,,,,,,,,,,,
I,I > I,I,"Tiền mặt, vàng bạc, đá quý",-,13.778.358,-,-,-,-,-,-,13.778.358,,,13778358.0,,,,,,,13778358.0
II,I > II,II,Tiền gửi tại NHNN,-,-,34.684.091,-,-,-,-,-,34.684.091,,,,34684091.0,,,,,,34684091.0
III,I > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,-,-,166.767.335,63.512.600,5.682.919,16.507.518,-,-,252.470.372,,,,166767335.0,63512600.0,5682919.0,16507518.0,,,252470372.0
IV,I > IV,IV,Chứng khoán kinh doanh – gộp,-,351.036,1.538.592,-,-,-,-,-,1.889.628,,,351036.0,1538592.0,,,,,,1889628.0
V,I > V,V,Các công cụ tài chính phải sinh và tài sản tài chính khác,-,98.312,-,-,-,-,-,-,98.312,,,98312.0,,,,,,,98312.0
VI,I > VI,VI,Cho vay khách hàng – gộp,13.450.643,-,172.783.068,249.956.439,169.916.966,69.009.842,56.577.264,3.012.669,734.706.891,,13450643.0,,172783068.0,249956439.0,169916966.0,69009842.0,56577264.0,3012669.0,734706891.0
VII,I > VII,VII,Chứng khoán đầu tư – gộp,-,8.190,2.349.121,10.561.314,8.351.206,29.631.777,86.125.572,30.943.212,167.970.392,,,8190.0,2349121.0,10561314.0,8351206.0,29631777.0,86125572.0,30943212.0,167970392.0
VIII,I > VIII,VIII,"Góp vốn, đầu tư dài hạn – gộp",-,2.539.493,-,-,-,-,-,-,2.539.493,,,2539493.0,,,,,,,2539493.0
IX,I > IX,IX,Tài sản cố định,-,6.710.443,-,-,-,-,-,-,6.710.443,,,6710443.0,,,,,,,6710443.0
X,I > X,X,Tài sản Có khác – gộp,-,21.895.666,-,-,-,-,-,-,21.895.666,,,21895666.0,,,,,,,21895666.0
,,,Tổng tài sản,13.450.643,45.381.498,378.122.207,324.030.353,183.951.091,115.149.137,142.702.836,33.955.881,1.236.743.646,,13450643.0,45381498.0,378122207.0,324030353.0,183951091.0,115149137.0,142702836.0,33955881.0,1236743646.0
I,I,I,Nợ phải trả,,,,,,,,,,,,,,,,,,,
I,I > I,I,Các khoản nợ Chính phủ và NHNN và tiền gửi và vay các TCTD khác,-,-,111.616.654,38.688.625,11.836.221,917.090,2.924.301,-,165.982.891,,,,111616654.0,38688625.0,11836221.0,917090.0,2924301.0,,165982891.0
II,I > II,II,Tiền gửi của khách hàng,-,100.412,502.251.079,159.733.741,124.124.767,136.497.176,5.734.252,9.442,928.450.869,,,100412.0,502251079.0,159733741.0,124124767.0,136497176.0,5734252.0,9442.0,928450869.0
IV,I > IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,148,-,-,-,20.283,-,20.431,,,,148.0,,,,20283.0,,20431.0
V,I > V,V,Phát hành giấy tờ có giá,-,-,183.035,-,-,5.106.100,14.899.586,1.195.211,21.383.932,,,,183035.0,,,5106100.0,14899586.0,1195211.0,21383932.0
VI,I > VI,VI,Các khoản nợ phải trả khác,-,24.994.597,936.283,66.873,-,-,-,-,25.997.753,,,24994597.0,936283.0,66873.0,,,,,25997753.0
,,,Tổng nợ phải trả,-,25.095.009,614.987.199,198.489.239,135.960.988,142.520.366,23.578.422,1.204.653,1.141.835.876,,,25095009.0,614987199.0,198489239.0,135960988.0,142520366.0,23578422.0,1204653.0,1141835876.0
,,,Mức chênh nhạy cảm với lãi suất nội bằng,13.450.643,20.286.489,(236.864.992),125.541.114,47.990.103,(27.371.229),119.124.414,32.751.228,94.907.770,,13450643.0,20286489.0,-236864992.0,125541114.0,47990103.0,-27371229.0,119124414.0,32751228.0,94907770.0
