row_label_raw,row_label_full,col_0,2019Triệu VND,2018Triệu VND,numeric__2019Triệu VND,numeric__2018Triệu VND
Dự phòng rủi ro tiền gửi và cho vay các tổ chức tín dụng khác,Dự phòng rủi ro tiền gửi và cho vay các tổ chức tín dụng khác,Dự phòng rủi ro tiền gửi và cho vay các tổ chức tín dụng khác,,,,
Trích lập dự phòng (Thuyết minh 6),Dự phòng rủi ro tiền gửi và cho vay các tổ chức tín dụng khác > Trích lập dự phòng (Thuyết minh 6),Trích lập dự phòng (Thuyết minh 6),2.000.000,1.000.000,2000000.0,1000000.0
Dự phòng chung cho vay khách hàng,Dự phòng chung cho vay khách hàng,Dự phòng chung cho vay khách hàng,,,,
Trích lập dự phòng (Thuyết minh 10),Dự phòng chung cho vay khách hàng > Trích lập dự phòng (Thuyết minh 10),Trích lập dự phòng (Thuyết minh 10),586.898,578.524,586898.0,578524.0
Dự phòng cụ thể cho vay khách hàng,Dự phòng cụ thể cho vay khách hàng,Dự phòng cụ thể cho vay khách hàng,,,,
Trích lập dự phòng (Thuyết minh 10),Dự phòng cụ thể cho vay khách hàng > Trích lập dự phòng (Thuyết minh 10),Trích lập dự phòng (Thuyết minh 10),4.038.866,5.683.777,4038866.0,5683777.0
Dự phòng chung cho trái phiếu doanh nghiệp chưa niêm yết,Dự phòng cụ thể cho vay khách hàng > Dự phòng chung cho trái phiếu doanh nghiệp chưa niêm yết,Dự phòng chung cho trái phiếu doanh nghiệp chưa niêm yết,164.665,135.812,164665.0,135812.0
Trích lập dự phòng cho chứng khoán đầu tư sẵn sàng để bán(Thuyết minh 11(a)),Dự phòng cụ thể cho vay khách hàng > Trích lập dự phòng cho chứng khoán đầu tư sẵn sàng để bán(Thuyết minh 11(a)),Trích lập dự phòng cho chứng khoán đầu tư sẵn sàng để bán(Thuyết minh 11(a)),36.000,71.625,36000.0,71625.0
Trích lập dự phòng cho chứng khoán đầu tư giữ đến ngàyđáo hạn (Thuyết minh 11(b)),Dự phòng cụ thể cho vay khách hàng > Trích lập dự phòng cho chứng khoán đầu tư giữ đến ngàyđáo hạn (Thuyết minh 11(b)),Trích lập dự phòng cho chứng khoán đầu tư giữ đến ngàyđáo hạn (Thuyết minh 11(b)),128.665,64.187,128665.0,64187.0
,,,6.790.429,7.398.113,6790429.0,7398113.0
