row_label_raw,row_label_full,Ngân hàng Nhà nước Việt NamTiền gửi của Vietcombank tại NHNNVNTiền gửi và tiền vay của NHNNVNTại Vietcombank,Mối liên quan > Đại diệnchủ sở hữu,31/12/2019Triệu VNDPhải thu/(phải trả) > 34.404.607(3.077.202),31/12/2018Triệu VND > 10.152.565(3.589.585),numeric__Mối liên quan > Đại diệnchủ sở hữu,numeric__31/12/2019Triệu VNDPhải thu/(phải trả) > 34.404.607(3.077.202),numeric__31/12/2018Triệu VND > 10.152.565(3.589.585)
Bộ Tài chínhTiền gửi tại Ngân hàngVay Bộ Tài chính,Bộ Tài chínhTiền gửi tại Ngân hàngVay Bộ Tài chính,Bộ Tài chínhTiền gửi tại Ngân hàngVay Bộ Tài chính,Bên liên quancủa chủ sở hữu,(89.288.604)(1.003.156),(87.095.730)(1.001.583),,,
"Mizuho Bank Ltd., Nhật BảnTiền gửi của Ngân hàng tại Mizuho BankLtd., Nhật BảnTiền gửi của Mizuho Bank Ltd., Nhật Bàntại Ngân hàngCho vay Mizuho Bank Ltd., Nhật Bản","Mizuho Bank Ltd., Nhật BảnTiền gửi của Ngân hàng tại Mizuho BankLtd., Nhật BảnTiền gửi của Mizuho Bank Ltd., Nhật Bàntại Ngân hàngCho vay Mizuho Bank Ltd., Nhật Bản","Mizuho Bank Ltd., Nhật BảnTiền gửi của Ngân hàng tại Mizuho BankLtd., Nhật BảnTiền gửi của Mizuho Bank Ltd., Nhật Bàntại Ngân hàngCho vay Mizuho Bank Ltd., Nhật Bản",Cổ đôngchiến lược,5.588.921(3.913.211)100.000,1.767.477(3.667.092)-,,,
