row_label_raw,row_label_full,col_0,Chi phí sửa chữa lớntài sản cố địnhVND,numeric__Chi phí sửa chữa lớntài sản cố địnhVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,161.615.270.030,161615270030.0
Trích lập dự phòng thuần,Trích lập dự phòng thuần,Trích lập dự phòng thuần,36.030.451.370,36030451370.0
Các khoản dự phòng đã sử dụng,Các khoản dự phòng đã sử dụng,Các khoản dự phòng đã sử dụng,(69.438.415.313),-69438415313.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,128.207.306.087,128207306087.0
