row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Trong năm,Trong năm_1,Số cuối năm,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Trong năm,numeric__Trong năm_1,numeric__Số cuối năm
,,,VND,VND,VND,VND,VND,,,,,
,,,Giá trị,Đã nhận vay ngắn hạn/Phân loại lại từ vay dài hạn,Thanh toán,Chênh lệch tỷ giá,Giá trị,,,,,
Vay ngắn hạn (*),Vay ngắn hạn (*),Vay ngắn hạn (*),-,293.922.893.120,(94.422.893.120),-,199.500.000.000,,293922893120.0,-94422893120.0,,199500000000.0
Vay dài hạn đến hạn trả (Thuyết minh số 20),Vay dài hạn đến hạn trả (Thuyết minh số 20),Vay dài hạn đến hạn trả (Thuyết minh số 20),269.932.736.913,573.298.039.126,(362.960.539.136),2.909.940.279,483.180.177.182,269932736913.0,573298039126.0,-362960539136.0,2909940279.0,483180177182.0
,,,269.932.736.913,867.220.932.246,(457.383.432.256),2.909.940.279,682.680.177.182,269932736913.0,867220932246.0,-457383432256.0,2909940279.0,682680177182.0
