row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Chi phí trả trước tiền thuê tàu,a. Ngắn hạn > Chi phí trả trước tiền thuê tàu,Chi phí trả trước tiền thuê tàu,10.551.889.000,7.739.866.800,10551889000.0,7739866800.0
Chi phí trả trước tiền bảo hiểm,a. Ngắn hạn > Chi phí trả trước tiền bảo hiểm,Chi phí trả trước tiền bảo hiểm,5.143.909.972,3.732.161.550,5143909972.0,3732161550.0
Các khoản trả trước ngắn hạn khác,a. Ngắn hạn > Các khoản trả trước ngắn hạn khác,Các khoản trả trước ngắn hạn khác,1.632.692.164,3.192.830.630,1632692164.0,3192830630.0
,,,17.328.491.136,14.664.858.980,17328491136.0,14664858980.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
Chi phí trả trước tiền thuê tàu,b. Dài hạn > Chi phí trả trước tiền thuê tàu,Chi phí trả trước tiền thuê tàu,125.822.391.278,17.522.262.230,125822391278.0,17522262230.0
Các khoản trả trước dài hạn khác,b. Dài hạn > Các khoản trả trước dài hạn khác,Các khoản trả trước dài hạn khác,268.339.055,291.900.759,268339055.0,291900759.0
,,,126.090.730.333,17.814.162.989,126090730333.0,17814162989.0
