row_label_raw,row_label_full,Phải trả người bán là các bên liên quan(Thuyết minh số 34),Số cuối nămVND > 243.543.113.125,Số đầu nămVND > 292.728.454.786,numeric__Số cuối nămVND > 243.543.113.125,numeric__Số đầu nămVND > 292.728.454.786
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,39.502.320.391,33.821.916.720,39502320391.0,33821916720.0
,,,283.045.433.516,326.550.371.506,283045433516.0,326550371506.0
