row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,3.272.720.041.057,3.270.164.370.333,,1.0,,3272720041057.0,3270164370333.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,24,3.272.720.041.057,3.270.164.370.333,,10.0,24.0,3272720041057.0,3270164370333.0
3.,3.,3.,Giá vốn hàng bán và cung cấp dịch vụ,11,25,2.531.001.842.466,2.673.563.014.336,,11.0,25.0,2531001842466.0,2673563014336.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,741.718.198.591,596.601.355.997,,20.0,,741718198591.0,596601355997.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,27,320.551.984.572,193.649.753.155,,21.0,27.0,320551984572.0,193649753155.0
6.,6.,6.,Chi phí tài chính,22,28,73.702.830.696,45.726.856.673,,22.0,28.0,73702830696.0,45726856673.0
,,,- Trong đó: Chi phí lãi vay,23,,75.900.454.519,42.722.281.544,,23.0,,75900454519.0,42722281544.0
7.,7.,7.,Chi phí quản lý doanh nghiệp,26,29,124.790.733.054,126.350.441.110,,26.0,29.0,124790733054.0,126350441110.0
8.,8.,8.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-26),30,,863.776.619.413,618.173.811.369,,30.0,,863776619413.0,618173811369.0
9.,9.,9.,Thu nhập khác,31,,21.332.000.175,13.269.758.585,,31.0,,21332000175.0,13269758585.0
10.,10.,10.,Chi phí khác,32,,662.190.476,789.325.543,,32.0,,662190476.0,789325543.0
11.,11.,11.,Lợi nhuận khác (40=31-32),40,,20.669.809.699,12.480.433.042,,40.0,,20669809699.0,12480433042.0
12.,12.,12.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,884.446.429.112,630.654.244.411,,50.0,,884446429112.0,630654244411.0
13.,13.,13.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,30,118.149.539.202,116.425.553.376,,51.0,30.0,118149539202.0,116425553376.0
14.,14.,14.,Chi phí/(thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,14,30.222.296.950,(8.104.473.494),,52.0,14.0,30222296950.0,-8104473494.0
15.,15.,15.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,736.074.592.960,522.333.164.529,,60.0,,736074592960.0,522333164529.0
