row_label_raw,row_label_full,col_0,31/12/2025Triệu VND,31/12/2024Triệu VND,numeric__31/12/2025Triệu VND,numeric__31/12/2024Triệu VND
Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,25.125.705,11.776.283,25125705.0,11776283.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,6.550.705,4.901.283,6550705.0,4901283.0
Bằng VND,Bằng VND,Bằng VND,5.905.394,4.901.283,5905394.0,4901283.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,645.311,-,645311.0,
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,18.575.000,6.875.000,18575000.0,6875000.0
Bằng VND,Bằng VND,Bằng VND,18.575.000,6.400.000,18575000.0,6400000.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,-,475.000,,475000.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,231.597,104.756,231597.0,104756.0
Bằng VND,Bằng VND,Bằng VND,230.956,104.057,230956.0,104057.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,641,699,641.0,699.0
,,,25.357.302,11.881.039,25357302.0,11881039.0
