row_label_raw,row_label_full,Chỉ tiêu,Năm 2025Triệu VND,Năm 2024Triệu VND,numeric__Năm 2025Triệu VND,numeric__Năm 2024Triệu VND
"Tổng số cán bộ, CNV (người)","Tổng số cán bộ, CNV (người)","Tổng số cán bộ, CNV (người)",4.284,3.886,4284.0,3886.0
Tổng quỹ lương,Tổng quỹ lương,Tổng quỹ lương,1.160.504,1.103.231,1160504.0,1103231.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,50.901,46.739,50901.0,46739.0
Tổng thu nhập,Tổng thu nhập,Tổng thu nhập,1.211.405,1.149.970,1211405.0,1149970.0
Tiền lương bình quân (người/tháng),Tiền lương bình quân (người/tháng),Tiền lương bình quân (người/tháng),"22,57","23,66",22.57,23.66
Thu nhập bình quân (người/tháng),Thu nhập bình quân (người/tháng),Thu nhập bình quân (người/tháng),"23,56","24,66",23.56,24.66
