row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,Năm 2025 > Triệu VND,Năm 2024 > Triệu VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2025 > Triệu VND,numeric__Năm 2024 > Triệu VND
,,,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1,1,1,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,10.026.255,9.370.662,,,10026255.0,9370662.0
2,2,2,Chi phí lãi và các khoản chi phí tương tự đã trả,,(9.065.050),(10.134.901),,,-9065050.0,-10134901.0
3,3,3,Thu nhập từ hoạt động dịch vụ nhận được,,181.165,105.581,,,181165.0,105581.0
4,4,4,"Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,2.362.258,2.088.030,,,2362258.0,2088030.0
5,5,5,Lãi/ (lỗ) từ hoạt động khác,,(16.956),(13.883),,,-16956.0,-13883.0
6,6,6,"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro",,116.403,15.029,,,116403.0,15029.0
7,7,7,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(2.315.867),(1.998.464),,,-2315867.0,-1998464.0
8,8,8,Tiền thuế thu nhập thực nộp trong năm,8.2,(248.109),(262.060),,82.0,-248109.0,-262060.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,1.040.099,(830.006),,,1040099.0,-830006.0
,,,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,,
9,9,9,(Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,,2.610.543,(1.358.834),,,2610543.0,-1358834.0
10,10,10,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,,(717.809),(2.037.801),,,-717809.0,-2037801.0
11,11,11,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(96.780),(184.066),,,-96780.0,-184066.0
12,12,12,(Tăng)/Giảm các khoản cho vay khách hàng,,(16.852.431),(9.698.829),,,-16852431.0,-9698829.0
13,13,13,"(Tăng)/Giảm nguồn dự phòng để xử lý rủi ro, xử lý bù đắp tổn thất các khoản",,(8.593),(26.531),,,-8593.0,-26531.0
14,14,14,(Tăng)/Giảm khác về tài sản hoạt động,,(352.092),53.524,,,-352092.0,53524.0
,,,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,,
15,15,15,Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,1.014.920,(16.612),,,1014920.0,-16612.0
16,16,16,Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,,13.476.263,722.286,,,13476263.0,722286.0
17,17,17,Tăng/(Giảm) tiền gửi của khách hàng,,4.473.948,4.072.764,,,4473948.0,4072764.0
18,18,18,Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG được tính vào hoạt động tài chính),,9.733.005,5.700.000,,,9733005.0,5700000.0
19,19,19,"Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,37.927,15.845,,,37927.0,15845.0
20,20,20,Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,-,(97.173),,,,-97173.0
21,21,21,Tăng/(Giảm) khác về công nợ hoạt động,,(111.617),187.249,,,-111617.0,187249.0
22,22,22,Chỉ từ các quỹ của tổ chức tín dụng,,-,(131.480),,,,-131480.0
I,I,I,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,14.247.383,(3.629.664),,,14247383.0,-3629664.0
