row_label_raw,row_label_full,col_0,Năm đáo hạn,Lãi suất năm,31/12/2020Triệu VND,1/1/2020Triệu VND,numeric__Năm đáo hạn,numeric__Lãi suất năm,numeric__31/12/2020Triệu VND,numeric__1/1/2020Triệu VND
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,,,
▪ Công ty TNHH Vincom Retail Miền Nam,Các công ty con > ▪ Công ty TNHH Vincom Retail Miền Nam,▪ Công ty TNHH Vincom Retail Miền Nam,2019-2022,10%,190.000,500.000,,0.1,190000.0,500000.0
▪ Công ty TNHH Vincom Retail Miền Bắc,Các công ty con > ▪ Công ty TNHH Vincom Retail Miền Bắc,▪ Công ty TNHH Vincom Retail Miền Bắc,2019-2022,10%,900.000,900.000,,0.1,900000.0,900000.0
,,,,,1.090.000,1.400.000,,,1090000.0,1400000.0
