row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2020 Triệu VND,1/1/2020 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 Triệu VND,numeric__1/1/2020 Triệu VND
Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),200,,27.888.325,23.670.937,200.0,,27888325.0,23670937.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,1.091.938,1.403.223,210.0,,1091938.0,1403223.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,7(b),1.090.000,1.400.000,215.0,,1090000.0,1400000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,1.938,3.223,216.0,,1938.0,3223.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,27.243,31.862,220.0,,27243.0,31862.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,8.659,10.264,221.0,12.0,8659.0,10264.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,14.087,13.054,222.0,,14087.0,13054.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(5.428),(2.790),223.0,,-5428.0,-2790.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,13,18.584,21.598,227.0,13.0,18584.0,21598.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,48.906,44.222,228.0,,48906.0,44222.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(30.322),(22.624),229.0,,-30322.0,-22624.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,14,4.544.245,4.268.587,230.0,14.0,4544245.0,4268587.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,5.171.305,4.692.049,231.0,,5171305.0,4692049.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(627.060),(423.462),232.0,,-627060.0,-423462.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,647.219,377.409,240.0,,647219.0,377409.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,15,647.219,377.409,242.0,15.0,647219.0,377409.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,18.716.905,16.942.609,250.0,,18716905.0,16942609.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,5(b),12.730.965,12.579.789,251.0,,12730965.0,12579789.0
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,253,5(c),5.985.940,4.362.820,253.0,,5985940.0,4362820.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,2.860.775,647.247,260.0,,2860775.0,647247.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,16(b),68.901,50.247,261.0,,68901.0,50247.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,,2.172,-,262.0,,2172.0,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,11,2.789.702,597.000,268.0,11.0,2789702.0,597000.0
TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),270,,33.025.952,29.035.719,270.0,,33025952.0,29035719.0
