row_label_raw,row_label_full,Tổng Giám đốc
Phó Tổng Giám đốc,Phó Tổng Giám đốc,Phó Tổng Giám đốc
Phó Tổng Giám đốc(từ 16/3/2021),Phó Tổng Giám đốc(từ 16/3/2021),Phó Tổng Giám đốc(từ 16/3/2021)
Phó Tổng Giám đốc(đến 16/3/2021),Phó Tổng Giám đốc(đến 16/3/2021),Phó Tổng Giám đốc(đến 16/3/2021)
Giám đốc Tài chính(đến 10/12/2020),Giám đốc Tài chính(đến 10/12/2020),Giám đốc Tài chính(đến 10/12/2020)
