row_label_raw,row_label_full,Tên công ty,Trụ sở,Hoạt động chính,numeric__Trụ sở,numeric__Hoạt động chính
Công ty TNHH Vincom Retail Miền Nam,Công ty TNHH Vincom Retail Miền Nam,Công ty TNHH Vincom Retail Miền Nam,"72 Đường Lê Thánh Tôn và số 45A Đường Lý Tự Trọng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh.","Cho thuê trung tâm thương mại, văn phòng, cung cấp các dịch vụ liên quan, và kinh doanh bất động sản và dịch vụ vui chơi giải trí.",,
Công ty TNHH Vincom Retail Miền Bắc,Công ty TNHH Vincom Retail Miền Bắc,Công ty TNHH Vincom Retail Miền Bắc,"72A Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam.","Cho thuê trung tâm thương mại, văn phòng, cung cấp các dịch vụ liên quan, và kinh doanh bất động sản và dịch vụ vui chơi giải trí.",,
Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa,Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa,Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa,"Km 1+200, Đường Trần Hưng Đạo, Phường Suối Hoa, Thành phố Bắc Ninh, Tinh Bắc Ninh, Việt Nam.","Cho thuê trung tâm thương mại, văn phòng, cung cấp các dịch vụ liên quan, và kinh doanh bất động sản và dịch vụ vui chơi giải trí.",,
Công ty TNHH Đầu tư và Phát triển Bất động sản Hà Thành,Công ty TNHH Đầu tư và Phát triển Bất động sản Hà Thành,Công ty TNHH Đầu tư và Phát triển Bất động sản Hà Thành,"Số 7, Đường Bằng Lăng 1, Khu đô thị sinh thái Vinhomes Riverside, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, Việt Nam.","Cho thuê trung tâm thương mại, văn phòng, cung cấp các dịch vụ liên quan, và kinh doanh bất động sản và dịch vụ vui chơi giải trí.",,
