row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2020Triệu VND > -,Số phải nộp trong nămTriệu VND > 361.390,Số đã nộp trong nămTriệu VND > (149.231),Chuyển/(cấn trừ)Triệu VND > (201.325),31/12/2020Triệu VND > 10.834,numeric__1/1/2020Triệu VND > -,numeric__Số phải nộp trong nămTriệu VND > 361.390,numeric__Số đã nộp trong nămTriệu VND > (149.231),numeric__Chuyển/(cấn trừ)Triệu VND > (201.325),numeric__31/12/2020Triệu VND > 10.834
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,75.187,255.537,(220.327),(380),110.017,75187.0,255537.0,-220327.0,-380.0,110017.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,3.683,35.353,(36.524),-,2.512,3683.0,35353.0,-36524.0,,2512.0
Tiền thuê đất và tiền sử dụng đất,Tiền thuê đất và tiền sử dụng đất,Tiền thuê đất và tiền sử dụng đất,-,32.946,(32.946),-,-,,32946.0,-32946.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,964,(1.148),184,-,,964.0,-1148.0,184.0,
,,,78.870,686.190,(440.176),(201.521),123.363,78870.0,686190.0,-440176.0,-201521.0,123363.0
