row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2020Triệu VND,1/1/2020Triệu VND,,
Các bên liên quan,Các bên liên quan,Các bên liên quan,128.909,55.290,128909.0,55290.0
Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,33.094,32.933,33094.0,32933.0
Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,74.315,3.944,74315.0,3944.0
Công ty TNHH Vincom Retail Miền Bắc,Công ty TNHH Vincom Retail Miền Bắc,Công ty TNHH Vincom Retail Miền Bắc,1.045,3.385,1045.0,3385.0
Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,9.230,9.083,9230.0,9083.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,11.225,5.945,11225.0,5945.0
Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,38.198,15.058,38198.0,15058.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,284.099,144.383,284099.0,144383.0
,,,451.206,214.731,451206.0,214731.0
