row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Quỹ bảo trì căn hộ (i),Ngắn hạn > Quỹ bảo trì căn hộ (i),Quỹ bảo trì căn hộ (i),214.856.036.141,207.302.276.729,214856036141.0,207302276729.0
Nhận tiền cho mục đích chuyển nhượng bất động sản,Ngắn hạn > Nhận tiền cho mục đích chuyển nhượng bất động sản,Nhận tiền cho mục đích chuyển nhượng bất động sản,59.382.101.127,12.790.733.601,59382101127.0,12790733601.0
Phải trả tiền hỗ trợ chuyển giao mặt bằng Dự án An Khánh - An Thượng (ii),Ngắn hạn > Phải trả tiền hỗ trợ chuyển giao mặt bằng Dự án An Khánh - An Thượng (ii),Phải trả tiền hỗ trợ chuyển giao mặt bằng Dự án An Khánh - An Thượng (ii),20.630.454.546,20.630.454.546,20630454546.0,20630454546.0
Phí dịch vụ môi trường rừng,Ngắn hạn > Phí dịch vụ môi trường rừng,Phí dịch vụ môi trường rừng,17.201.422.116,8.518.420.080,17201422116.0,8518420080.0
Lệ phí trước bạ thu hộ,Ngắn hạn > Lệ phí trước bạ thu hộ,Lệ phí trước bạ thu hộ,12.857.008.933,25.671.851.136,12857008933.0,25671851136.0
Thu hộ phải trả,Ngắn hạn > Thu hộ phải trả,Thu hộ phải trả,12.686.352.098,12.715.464.471,12686352098.0,12715464471.0
"Nhận ký cược, ký quỹ","Ngắn hạn > Nhận ký cược, ký quỹ","Nhận ký cược, ký quỹ",12.687.903.072,12.468.250.111,12687903072.0,12468250111.0
Phải trả cổ tức,Ngắn hạn > Phải trả cổ tức,Phải trả cổ tức,8.829.658.571,17.642.520.938,8829658571.0,17642520938.0
Phải trả lợi nhuận chia sẻ theo BCC,Ngắn hạn > Phải trả lợi nhuận chia sẻ theo BCC,Phải trả lợi nhuận chia sẻ theo BCC,6.792.700.280,5.875.000.280,6792700280.0,5875000280.0
Các khoản phải trả ngắn hạn khác,Ngắn hạn > Các khoản phải trả ngắn hạn khác,Các khoản phải trả ngắn hạn khác,22.194.485.091,20.587.424.107,22194485091.0,20587424107.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,388.118.121.975,344.202.395.999,388118121975.0,344202395999.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả khác ngắn hạn các bên khác,Trong đó: > Phải trả khác ngắn hạn các bên khác,Phải trả khác ngắn hạn các bên khác,379.140.172.404,326.411.631.061,379140172404.0,326411631061.0
Phải trả khác ngắn hạn các bên liên quan (Thuyết minh số 29.2),Trong đó: > Phải trả khác ngắn hạn các bên liên quan (Thuyết minh số 29.2),Phải trả khác ngắn hạn các bên liên quan (Thuyết minh số 29.2),8.977.949.571,17.790.764.938,8977949571.0,17790764938.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Nhận đặt cọc cho thuê,Dài hạn > Nhận đặt cọc cho thuê,Nhận đặt cọc cho thuê,33.299.319.723,28.284.112.621,33299319723.0,28284112621.0
Phí dịch vụ quản lý phải trả,Dài hạn > Phí dịch vụ quản lý phải trả,Phí dịch vụ quản lý phải trả,-,6.874.066.080,,6874066080.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,33.299.319.723,35.158.178.701,33299319723.0,35158178701.0
