row_label_raw,row_label_full,Ông Nguyễn Trọng Minh,Phó Tổng Giám đốc thường trực,col_2,numeric__Phó Tổng Giám đốc thường trực,numeric__col_2
Ông Chu Tuấn Anh,Ông Chu Tuấn Anh,Ông Chu Tuấn Anh,Phó Tổng Giám đốc,,,
Ông Lê Xuân Tuấn,Ông Lê Xuân Tuấn,Ông Lê Xuân Tuấn,Phó Tổng Giám đốc,,,
Ông Nguyễn Văn Cương,Ông Nguyễn Văn Cương,Ông Nguyễn Văn Cương,Phó Tổng Giám đốc,Miễn nhiệm ngày 1 tháng 1 năm 2023,,
Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Phó Tổng Giám đốc,Bổ nhiệm ngày 16 tháng 5 năm 2022,,
