row_label_raw,row_label_full,col_0,Đơn vị tính: Cổ phần > Năm nay,Đơn vị tính: Cổ phần > Năm trước,numeric__Đơn vị tính: Cổ phần > Năm nay,numeric__Đơn vị tính: Cổ phần > Năm trước
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,244.605.898,196.357.415,244605898.0,196357415.0
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,244.605.898,196.357.415,244605898.0,196357415.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,244.605.898,196.357.415,244605898.0,196357415.0
Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),-,-,,
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,-,-,,
Số lượng cổ phiếu đang lưu hành,Cổ phiếu phổ thông > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,244.605.898,196.357.415,244605898.0,196357415.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông > Cổ phiếu phổ thông,Cổ phiếu phổ thông,244.605.898,196.357.415,244605898.0,196357415.0
