row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Trọng Thông,Tên > Ông Nguyễn Trọng Thông,Ông Nguyễn Trọng Thông,Chủ tịch,1.860.000.000,1.495.353.202,,1860000000.0,1495353202.0
Ông Nguyễn Văn Tô,Tên > Ông Nguyễn Văn Tô,Ông Nguyễn Văn Tô,Ủy viên HĐQT,615.000.000,604.797.646,,615000000.0,604797646.0
Ông Nguyễn Trọng Minh,Tên > Ông Nguyễn Trọng Minh,Ông Nguyễn Trọng Minh,Ủy viên HĐQT kiểm Phó Tổng Giám đốc,1.774.765.757,1.589.462.556,,1774765757.0,1589462556.0
Ông Đào Hữu Khanh,Tên > Ông Đào Hữu Khanh,Ông Đào Hữu Khanh,Ủy viên HĐQT,432.702.428,852.429.167,,432702428.0,852429167.0
Ông Lê Xuân Long,Tên > Ông Lê Xuân Long,Ông Lê Xuân Long,Ủy viên HĐQT,327.000.000,459.828.282,,327000000.0,459828282.0
Ông Hoàng Đình Hùng,Tên > Ông Hoàng Đình Hùng,Ông Hoàng Đình Hùng,Thành viên độc lập HĐQT,604.451.299,970.200.808,,604451299.0,970200808.0
Ông Ngô Xuân Quyền,Tên > Ông Ngô Xuân Quyền,Ông Ngô Xuân Quyền,Thành viên độc lập HĐQT,-,135.191.919,,,135191919.0
Ông Chu Tuấn Anh,Tên > Ông Chu Tuấn Anh,Ông Chu Tuấn Anh,Phó Tổng Giám đốc,1.712.772.500,1.702.142.697,,1712772500.0,1702142697.0
Ông Lê Xuân Tuấn,Tên > Ông Lê Xuân Tuấn,Ông Lê Xuân Tuấn,Phó Tổng Giám đốc,665.194.855,171.437.766,,665194855.0,171437766.0
Ông Nguyễn Văn Cương,Tên > Ông Nguyễn Văn Cương,Ông Nguyễn Văn Cương,Phó Tổng Giám đốc,986.400.000,193.961.095,,986400000.0,193961095.0
Ông Nguyễn Hữu Vinh,Tên > Ông Nguyễn Hữu Vinh,Ông Nguyễn Hữu Vinh,Phó Tổng Giám đốc,-,616.235.333,,,616235333.0
Ông Đình Văn Võ,Tên > Ông Đình Văn Võ,Ông Đình Văn Võ,Phó Tổng Giám đốc,629.790.000,914.294.974,,629790000.0,914294974.0
Ông Trần Tiến Dũng,Tên > Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Phó Tổng Giám đốc,735.577.500,-,,735577500.0,
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,10.343.654.339,9.705.335.445,,10343654339.0,9705335445.0
