row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,"Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định hữu hình,bất động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại)Các khoản dự phòngLãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ(Lãi)/lỗ từ hoạt động đầu tưChi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm)","10,11,12,1422.224",1.604.421.495.048528.433.017.73310.510.940.802(21.461.108.896)(56.552.833.378)507.511.449.802,1.643.031.279.251315.777.005.45158.287.885.804(11.792.289.849)296.970.989394.015.241.531,,,,
02,02,02,"Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định hữu hình,bất động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại)Các khoản dự phòngLãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ(Lãi)/lỗ từ hoạt động đầu tưChi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm)","10,11,12,1422.224",1.604.421.495.048528.433.017.73310.510.940.802(21.461.108.896)(56.552.833.378)507.511.449.802,1.643.031.279.251315.777.005.45158.287.885.804(11.792.289.849)296.970.989394.015.241.531,,,,
03,03,03,"Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định hữu hình,bất động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại)Các khoản dự phòngLãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ(Lãi)/lỗ từ hoạt động đầu tưChi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm)","10,11,12,1422.224",1.604.421.495.048528.433.017.73310.510.940.802(21.461.108.896)(56.552.833.378)507.511.449.802,1.643.031.279.251315.777.005.45158.287.885.804(11.792.289.849)296.970.989394.015.241.531,,,,
04,04,04,"Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định hữu hình,bất động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại)Các khoản dự phòngLãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ(Lãi)/lỗ từ hoạt động đầu tưChi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm)","10,11,12,1422.224",1.604.421.495.048528.433.017.73310.510.940.802(21.461.108.896)(56.552.833.378)507.511.449.802,1.643.031.279.251315.777.005.45158.287.885.804(11.792.289.849)296.970.989394.015.241.531,,,,
05,05,05,"Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định hữu hình,bất động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại)Các khoản dự phòngLãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ(Lãi)/lỗ từ hoạt động đầu tưChi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm)","10,11,12,1422.224",1.604.421.495.048528.433.017.73310.510.940.802(21.461.108.896)(56.552.833.378)507.511.449.802,1.643.031.279.251315.777.005.45158.287.885.804(11.792.289.849)296.970.989394.015.241.531,,,,
06,06,06,"Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định hữu hình,bất động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại)Các khoản dự phòngLãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ(Lãi)/lỗ từ hoạt động đầu tưChi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm)","10,11,12,1422.224",1.604.421.495.048528.433.017.73310.510.940.802(21.461.108.896)(56.552.833.378)507.511.449.802,1.643.031.279.251315.777.005.45158.287.885.804(11.792.289.849)296.970.989394.015.241.531,,,,
08,06 > 08,08,"Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm/(tăng) các khoản phải thu(Tăng)/giảm hàng tồn kho(Giảm)/tăng các khoản phải trả(không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)Giảm chi phí trả trướcGiảm/(tăng) chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh",16,2.572.862.961.11160.293.720.344(27.691.273.462)(223.369.548.681)5.191.685.675340.189.058.916(530.709.020.678)(253.168.239.340)(1.611.025.839),2.399.616.093.177(484.678.011.667)240.266.919.27587.221.592.6255.917.103.829(340.189.058.916)(414.814.808.303)(434.043.634.344)(2.362.415.509),,16.0,,
09,06 > 09,09,"Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm/(tăng) các khoản phải thu(Tăng)/giảm hàng tồn kho(Giảm)/tăng các khoản phải trả(không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)Giảm chi phí trả trướcGiảm/(tăng) chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh",16,2.572.862.961.11160.293.720.344(27.691.273.462)(223.369.548.681)5.191.685.675340.189.058.916(530.709.020.678)(253.168.239.340)(1.611.025.839),2.399.616.093.177(484.678.011.667)240.266.919.27587.221.592.6255.917.103.829(340.189.058.916)(414.814.808.303)(434.043.634.344)(2.362.415.509),,16.0,,
10,06 > 10,10,"Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm/(tăng) các khoản phải thu(Tăng)/giảm hàng tồn kho(Giảm)/tăng các khoản phải trả(không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)Giảm chi phí trả trướcGiảm/(tăng) chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh",16,2.572.862.961.11160.293.720.344(27.691.273.462)(223.369.548.681)5.191.685.675340.189.058.916(530.709.020.678)(253.168.239.340)(1.611.025.839),2.399.616.093.177(484.678.011.667)240.266.919.27587.221.592.6255.917.103.829(340.189.058.916)(414.814.808.303)(434.043.634.344)(2.362.415.509),,16.0,,
