row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Ngày 31 tháng 12năm 2022,Đơn vị tính: VND > Ngày 31 tháng 12năm 2021,numeric__Đơn vị tính: VND > Ngày 31 tháng 12năm 2022,numeric__Đơn vị tính: VND > Ngày 31 tháng 12năm 2021
Dự án Khu đô thị Linh Trung,Dự án Khu đô thị Linh Trung,Dự án Khu đô thị Linh Trung,490.291.988.693,490.291.988.693,490291988693.0,490291988693.0
Khách sạn thuộc Dự án Bảo Đại,Khách sạn thuộc Dự án Bảo Đại,Khách sạn thuộc Dự án Bảo Đại,188.780.176.176,180.085.305.738,188780176176.0,180085305738.0
Dự án Thủy điện Đắk Mi 2,Dự án Thủy điện Đắk Mi 2,Dự án Thủy điện Đắk Mi 2,-,123.007.643.098,,123007643098.0
Dự án An Khánh - An Thượng,Dự án An Khánh - An Thượng,Dự án An Khánh - An Thượng,41.635.954.006,41.635.954.006,41635954006.0,41635954006.0
Các dự án khác,Các dự án khác,Các dự án khác,60.440.971.807,45.176.257.530,60440971807.0,45176257530.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,781.149.090.682,880.197.149.065,781149090682.0,880197149065.0
