row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tạm ứng (i),Tạm ứng (i),Tạm ứng (i),199.367.937.358,304.351.824.254,199367937358.0,304351824254.0
Phải thu về thu chi hộ (ii),Phải thu về thu chi hộ (ii),Phải thu về thu chi hộ (ii),64.713.875.532,7.165.423.601,64713875532.0,7165423601.0
Phải thu ký quỹ đảm bảo thực hiện dự án,Phải thu ký quỹ đảm bảo thực hiện dự án,Phải thu ký quỹ đảm bảo thực hiện dự án,3.079.848.140,20.105.279.456,3079848140.0,20105279456.0
"Phải thu từ lãi cho vay, lãi tiền gửi","Phải thu từ lãi cho vay, lãi tiền gửi","Phải thu từ lãi cho vay, lãi tiền gửi",5.318.756.765,6.738.389.626,5318756765.0,6738389626.0
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,10.533.392.442,12.078.691.855,10533392442.0,12078691855.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,283.013.810.237,350.439.608.792,283013810237.0,350439608792.0
Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,(3.655.094.342),(3.491.985.448),-3655094342.0,-3491985448.0
Trong đó:,Trong đó:,Trong đó:,,,,
Phải thu ngắn hạn khác từ các bên khác,Trong đó: > Phải thu ngắn hạn khác từ các bên khác,Phải thu ngắn hạn khác từ các bên khác,217.220.690.237,285.172.388.792,217220690237.0,285172388792.0
Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 29.2),Trong đó: > Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 29.2),Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 29.2),65.793.120.000,65.267.220.000,65793120000.0,65267220000.0
