row_label_raw,row_label_full,Tiền chi mua tài sản cố định và tài sản dài hạn khác,21,(671.303.275.149),(815.563.000.000),numeric__21,numeric__(671.303.275.149),numeric__(815.563.000.000)
Tiền thu từ thanh lý tài sản cố định và xây dựng cơ bản dở dang,Tiền thu từ thanh lý tài sản cố định và xây dựng cơ bản dở dang,Tiền thu từ thanh lý tài sản cố định và xây dựng cơ bản dở dang,22,7.837.715.519,2.290.336.508,22.0,7837715519.0,2290336508.0
Tiền chi tiền gửi có kì hạn,Tiền chi tiền gửi có kì hạn,Tiền chi tiền gửi có kì hạn,23,(2.310.000.000.000),(2.550.000.000.000),23.0,-2310000000000.0,-2550000000000.0
Tiền chi đầu tư góp vốn vào các đơn vị khác,Tiền chi đầu tư góp vốn vào các đơn vị khác,Tiền chi đầu tư góp vốn vào các đơn vị khác,25,-,(445.985.688.867),25.0,,-445985688867.0
Tiền thu hồi từ việc giải thể công ty con,Tiền thu hồi từ việc giải thể công ty con,Tiền thu hồi từ việc giải thể công ty con,26,-,148.367.147.132,26.0,,148367147132.0
Tiền thu lãi tiền gửi và cổ tức,Tiền thu lãi tiền gửi và cổ tức,Tiền thu lãi tiền gửi và cổ tức,27,1.740.624.672.263,1.265.530.713.595,27.0,1740624672263.0,1265530713595.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.232.840.887.367),(2.395.360.491.632),30.0,-1232840887367.0,-2395360491632.0
