row_label_raw,row_label_full,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Loại tiền tệ > VND,1/1/2024 VND > 4.650.000.000.000,Vay thêm VND > 15.170.000.000.000,Hoàn trả VND > (12.300.000.000.000),31/12/2024 VND > 7.520.000.000.000,numeric__Loại tiền tệ > VND,numeric__1/1/2024 VND > 4.650.000.000.000,numeric__Vay thêm VND > 15.170.000.000.000,numeric__Hoàn trả VND > (12.300.000.000.000),numeric__31/12/2024 VND > 7.520.000.000.000
"Ngân hàng Sumitomo Mitsui Banking Corporation, Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng Sumitomo Mitsui Banking Corporation, Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng Sumitomo Mitsui Banking Corporation, Chi nhánh Thành phố Hồ Chí Minh",USD,1.716.480.000.000,-,(1.716.480.000.000),-,,1716480000000.0,,-1716480000000.0,
Ngân hàng DBS Bank Singapore,Ngân hàng DBS Bank Singapore,Ngân hàng DBS Bank Singapore,USD,476.800.000.000,-,(476.800.000.000),-,,476800000000.0,,-476800000000.0,
Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,VND,750.000.000.000,1.550.000.000.000,(1.500.000.000.000),800.000.000.000,,750000000000.0,1550000000000.0,-1500000000000.0,800000000000.0
,,,,7.593.280.000.000,16.720.000.000.000,(15.993.280.000.000),8.320.000.000.000,,7593280000000.0,16720000000000.0,-15993280000000.0,8320000000000.0
