row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2022VND,2021VND,,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,7.662.282.959.880,7.662.282.959.880,6.337.206.440.958,,7662282959880.0,7662282959880.0,6337206440958.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Khấu hao tài sản cố định (""TSCĐ"") và phân bổ lợi thế thương mại",1.833.064.499.128,1.833.064.499.128,1.643.915.685.332,,1833064499128.0,1833064499128.0,1643915685332.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng,880.253.740.252,880.253.740.252,352.207.924.154,,880253740252.0,880253740252.0,352207924154.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,7.652.847.077,7.652.847.077,(63.913.432.668),,7652847077.0,7652847077.0,-63913432668.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Lãi từ hoạt động đầu tư,(1.986.715.685.147),(1.986.715.685.147),(1.700.489.438.802),,-1986715685147.0,-1986715685147.0,-1700489438802.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay,645.725.556.308,645.725.556.308,483.995.846.804,,645725556308.0,645725556308.0,483995846804.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,9.042.263.917.498,9.042.263.917.498,7.052.923.025.778,,9042263917498.0,9042263917498.0,7052923025778.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Tăng các khoản phải thu,(1.949.023.327.296),(1.949.023.327.296),(693.503.200.106),,-1949023327296.0,-1949023327296.0,-693503200106.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,Tăng hàng tồn kho,(497.802.711.008),(497.802.711.008),(218.231.826.239),,-497802711008.0,-497802711008.0,-218231826239.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,Tăng các khoản phải trả,1.299.834.862.339,1.299.834.862.339,1.910.090.001.449,,1299834862339.0,1299834862339.0,1910090001449.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Tăng chi phí trả trước,(633.951.413.583),(633.951.413.583),(375.543.134.134),,-633951413583.0,-633951413583.0,-375543134134.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,(635.688.969.538),(635.688.969.538),(451.555.665.838),,-635688969538.0,-635688969538.0,-451555665838.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế TNDN đã nộp,(1.221.846.691.729),(1.221.846.691.729),(1.045.034.654.569),,-1221846691729.0,-1221846691729.0,-1045034654569.0
17,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Tiền chi khác từ hoạt động kinh doanh,(349.953.909.983),(349.953.909.983),(339.450.991.614),,-349953909983.0,-349953909983.0,-339450991614.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,5.053.831.756.700,5.053.831.756.700,5.839.693.554.727,,5053831756700.0,5053831756700.0,5839693554727.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",(3.215.243.200.871),(3.215.243.200.871),(2.911.001.172.725),,-3215243200871.0,-3215243200871.0,-2911001172725.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác",5.662.030.028,5.662.030.028,2.866.890.285,,5662030028.0,5662030028.0,2866890285.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",(32.995.035.947.486),(32.995.035.947.486),(35.827.118.645.179),,-32995035947486.0,-32995035947486.0,-35827118645179.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",40.669.116.046.728,40.669.116.046.728,27.590.009.509.475,,40669116046728.0,40669116046728.0,27590009509475.0
25,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,(557.291.900.594),(557.291.900.594),(450.878.532.336),,-557291900594.0,-557291900594.0,-450878532336.0
26,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,56.400.094.000,56.400.094.000,420.000.000,,56400094000.0,56400094000.0,420000000.0
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",1.793.624.815.520,1.793.624.815.520,1.182.811.834.149,,1793624815520.0,1793624815520.0,1182811834149.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,5.757.231.937.325,5.757.231.937.325,(10.412.890.116.331),,5757231937325.0,5757231937325.0,-10412890116331.0
