row_label_raw,row_label_full,Ngoại tệ,31/12/2022,31/12/2022_1,31/12/2021,31/12/2021_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__31/12/2021,numeric__31/12/2021_1
Ngoại tệ,Ngoại tệ,Ngoại tệ,Tổng số dư ngoại tệ,Số dư ngoại tệ đã được phòng ngừa rủi ro,Tổng số dư ngoại tệ,Số dư ngoại tệ đã được phòng ngừa rủi ro,,,,
USD,Ngoại tệ > USD,USD,"81.305.026,21","78.400.000,00","303.962.500,00","288.400.000,00",81305026.21,78400000.0,303962500.0,288400000.0
JPY,Ngoại tệ > JPY,JPY,"17.163.468.078,00","5.150.000.000,00","20.884.075.209,00","10.770.000.000,00",17163468078.0,5150000000.0,20884075209.0,10770000000.0
