row_label_raw,row_label_full,Hợp đồng đỏ dang tại cuối năm,31/12/2022VND > Hợp đồng đỏ dang tại cuối năm,31/12/2021VND > Hợp đồng đỏ dang tại cuối năm,numeric__31/12/2022VND > Hợp đồng đỏ dang tại cuối năm,numeric__31/12/2021VND > Hợp đồng đỏ dang tại cuối năm
- Phải thu theo tiến độ kế hoạch hợp đồng,- Phải thu theo tiến độ kế hoạch hợp đồng,- Phải thu theo tiến độ kế hoạch hợp đồng,199.252.243.559,168.939.964.952,199252243559.0,168939964952.0
- Phải trả theo tiến độ kế hoạch hợp đồng,- Phải trả theo tiến độ kế hoạch hợp đồng,- Phải trả theo tiến độ kế hoạch hợp đồng,(78.663.541.041),(89.224.688.468),-78663541041.0,-89224688468.0
,,,120.588.702.518,79.715.276.484,120588702518.0,79715276484.0
Chi phí hợp đồng công lợi nhuận đã ghi nhận trừ các khoản lỗ đã ghi nhận lũy kếTrừ: Số đã phát hành hóa đơn theo tiến độ,Chi phí hợp đồng công lợi nhuận đã ghi nhận trừ các khoản lỗ đã ghi nhận lũy kếTrừ: Số đã phát hành hóa đơn theo tiến độ,Chi phí hợp đồng công lợi nhuận đã ghi nhận trừ các khoản lỗ đã ghi nhận lũy kếTrừ: Số đã phát hành hóa đơn theo tiến độ,2.130.218.132.905(2.009.629.430.387),1.547.051.226.419(1.467.335.949.935),,
,,,120.588.702.518,79.715.276.484,120588702518.0,79715276484.0
