row_label_raw,row_label_full,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022_1,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021_1,numeric__Công ty,numeric__Hoạt động chính,"numeric__Nơi thành lập, đăng ký hoạt động",numeric__Tại ngày 31 tháng 12 năm 2022,numeric__Tại ngày 31 tháng 12 năm 2022_1,numeric__Tại ngày 31 tháng 12 năm 2021,numeric__Tại ngày 31 tháng 12 năm 2021_1
STT,STT,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,,,,,,,
45,STT > 45,45,Công ty Cổ phần An toàn Thông tin Cyradar,Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vỉ tính,Việt Nam,"77,78%","77,78%","77,78%","77,78%",,,,0.7778,0.7778,0.7778,0.7778
46,STT > 46,46,Công ty Cổ phần Công nghệ UTOP,Lập trình máy vỉ tính,Việt Nam,"54,67%","54,67%","54,67%","54,67%",,,,0.5467,0.5467,0.5467,0.5467
47,STT > 47,47,Trường Trung học phổ thông FPT,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
48,STT > 48,48,Công ty TNHH Sáng tạo Công nghệ FPT Toàn cầu,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
49,STT > 49,49,Trường Tiểu học và Trung học cơ sở FPT,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
50,STT > 50,50,Trường Trung học Phổ thông FPT (Đà Nẵng),"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
51,STT > 51,51,Trường Trung học Phổ thông FPT,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
52,STT > 52,52,Trường Đại học FPT,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
53,STT > 53,53,Công ty TNHH Đầu tư Thanh Sang,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
54,STT > 54,54,Trường Cao đẳng FPT Polytechnic,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
55,STT > 55,55,Trường Tiểu học và Trung học cơ sở FPT Cầu Giấy,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
56,STT > 56,56,Công ty TNHH Thương mại và Dịch vụ Trung tâm Lợi,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
57,STT > 57,57,Trường THPT FPT tại Bình Định,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
58,STT > 58,58,"Trường Tiểu học, THCS và THPT FPT Bắc Ninh","Giáo dục, đào tạo",Việt Nam,100%,100%,Chưa thành lập,Chưa thành lập,,,,1.0,1.0,,
59,STT > 59,59,Trường THCS và THPT FPT Hải Phòng,"Giáo dục, đào tạo",Việt Nam,100%,100%,Chưa thành lập,Chưa thành lập,,,,1.0,1.0,,
60,STT > 60,60,Công ty Cổ phần Quốc tế Telehouse Vietnam,Kinh doanh dịch vụ trung tâm dữ liệu,Việt Nam,51%,51%,51%,51%,,,,0.51,0.51,0.51,0.51
61,STT > 61,61,Công ty TNHH Hệ thống Thông tin Campuchia,"Tích hợp hệ thống, dịch vụ và giải pháp phần mềm",Campuchia,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
