row_label_raw,row_label_full,Ông Trương Gia Bình,Chủ tịch,numeric__Chủ tịch
Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Phó chủ tịch,
Ông Đỗ Cao Bảo,Ông Đỗ Cao Bảo,Ông Đỗ Cao Bảo,Ủy viên,
Ông Jean Charles Belliol,Ông Jean Charles Belliol,Ông Jean Charles Belliol,Ủy viên,
Bà Trần Thị Hồng Lĩnh,Bà Trần Thị Hồng Lĩnh,Bà Trần Thị Hồng Lĩnh,Ủy viên,
