row_label_raw,row_label_full,col_0,2022VND,2021VND,numeric__2022VND,numeric__2021VND
Doanh thu,Doanh thu,Doanh thu,Doanh thu,Doanh thu,,
Doanh thu bán hàng hóa,Doanh thu > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,4.638.266.711.059,4.331.599.350.448,4638266711059.0,4331599350448.0
Doanh thu cung cấp dịch vụ,Doanh thu > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,39.384.744.170.216,31.339.452.883.162,39384744170216.0,31339452883162.0
,,,44.023.010.881.275,35.671.052.233.610,44023010881275.0,35671052233610.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
Doanh thu bán hàng hóa,Các khoản giảm trừ > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,(1.208.714.000),(1.658.179.000),-1208714000.0,-1658179000.0
Doanh thu cung cấp dịch vụ,Các khoản giảm trừ > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,(12.274.486.364),(12.131.509.583),-12274486364.0,-12131509583.0
,,,(13.483.200.364),(13.789.688.583),-13483200364.0,-13789688583.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,,
Doanh thu bán hàng hóa,Doanh thu thuần > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,4.637.057.997.059,4.329.941.171.448,4637057997059.0,4329941171448.0
Doanh thu cung cấp dịch vụ,Doanh thu thuần > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,39.372.469.683.852,31.327.321.373.579,39372469683852.0,31327321373579.0
,,,44.009.527.680.911,35.657.262.545.027,44009527680911.0,35657262545027.0
