row_label_raw,row_label_full,col_0,col_1,31/12/2022VND,31/12/2021VND,numeric__col_1,numeric__31/12/2022VND,numeric__31/12/2021VND
(a),(a),(a),Ngắn hạn,Ngắn hạn,Ngắn hạn,,,
(a),(a) > (a),(a),"Nhận ký cược, ký quỹ ngắn hạn",127.765.532.086,112.170.802.413,,127765532086.0,112170802413.0
(a),(a) > (a),(a),"Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp",96.393.870.781,85.026.865.617,,96393870781.0,85026865617.0
(a),(a) > (a),(a),Kinh phí công đoàn,92.007.765.491,82.995.929.719,,92007765491.0,82995929719.0
(a),(a) > (a),(a),"Cổ tức, lợi nhuận phải trả",14.449.102.056,12.806.984.031,,14449102056.0,12806984031.0
(a),(a) > (a),(a),Khác,238.191.115.869,262.466.739.914,,238191115869.0,262466739914.0
(a),(a) > (a),(a),,568.807.386.283,555.467.321.694,,568807386283.0,555467321694.0
(b),(b),(b),Dài hạn,Dài hạn,Dài hạn,,,
(b),(b) > (b),(b),"Nhận ký cược, ký quỹ dài hạn",22.522.569.407,26.811.367.303,,22522569407.0,26811367303.0
(b),(b) > (b),(b),Khác,5.624.249.701,8.096.842.271,,5624249701.0,8096842271.0
(b),(b) > (b),(b),,28.146.819.108,34.908.209.574,,28146819108.0,34908209574.0
