row_label_raw,row_label_full,col_0,2022,2021(Điều chỉnh lại (*)(*),numeric__2022,numeric__2021(Điều chỉnh lại (*)(*)
Lợi nhuận thuần phân bổ cho các cổ đông(VND),Lợi nhuận thuần phân bổ cho các cổ đông(VND),Lợi nhuận thuần phân bổ cho các cổ đông(VND),5.310.108.591.408,4.337.411.879.802,5310108591408.0,4337411879802.0
"Trích quỹ khen thưởng, phúc lợi (VND)","Trích quỹ khen thưởng, phúc lợi (VND)","Trích quỹ khen thưởng, phúc lợi (VND)",(461.504.437.652),(397.214.792.234),-461504437652.0,-397214792234.0
,,,4.848.604.153.756,3.940.197.087.568,4848604153756.0,3940197087568.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),1.094.675.391,1.088.929.691,1094675391.0,1088929691.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),4.429,3.618,4429.0,3618.0
