row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị ghi sô VND,31/12/2022 > Giá trị hợp lý VND,31/12/2021 > Giá trị ghi sô VND,31/12/2021 > Giá trị hợp lý VND,numeric__31/12/2022 > Giá trị ghi sô VND,numeric__31/12/2022 > Giá trị hợp lý VND,numeric__31/12/2021 > Giá trị ghi sô VND,numeric__31/12/2021 > Giá trị hợp lý VND
Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,1.048.698.128.658,(**),1.116.446.918.469,(**),1048698128658.0,,1116446918469.0,
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),934.526.989.057,3.804.039.000.000,773.504.916.829,3.682.750.800.000,934526989057.0,3804039000000.0,773504916829.0,3682750800000.0
Khác,Khác,Khác,222.511.219.978,(**),128.053.604.084,(**),222511219978.0,,128053604084.0,
,,,2.205.736.337.693,,2.018.005.439.382,,2205736337693.0,,2018005439382.0,
