row_label_raw,row_label_full,"Lãi cho vay, lãi tiền gửi",261.014.589.466,268.747.933.397,numeric__261.014.589.466,numeric__268.747.933.397
Phải thu liên quan tới các hợp đồng dịch vụ báo trì,Phải thu liên quan tới các hợp đồng dịch vụ báo trì,Phải thu liên quan tới các hợp đồng dịch vụ báo trì,133.829.197.269,131.225.408.551,133829197269.0,131225408551.0
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",71.194.106.987,69.044.553.739,71194106987.0,69044553739.0
Khác,Khác,Khác,253.165.180.847,126.795.134.505,253165180847.0,126795134505.0
,,,719.203.074.569,595.813.030.192,719203074569.0,595813030192.0
