row_label_raw,row_label_full,col_0,Vốn góp VND,Thặng dư vốn cổ phần VND,Vốn khác của chủ sở hữu VND,Cổ phiếu quỹ VND,Chênh lệch tỷ giá hối đoái VND,Quỹ đầu tư phát triển VND,Quỹ khác thuộc vốn chủ sở hữu VND,LNST chưa phân phối VND,Tổng công VND,numeric__Vốn góp VND,numeric__Thặng dư vốn cổ phần VND,numeric__Vốn khác của chủ sở hữu VND,numeric__Cổ phiếu quỹ VND,numeric__Chênh lệch tỷ giá hối đoái VND,numeric__Quỹ đầu tư phát triển VND,numeric__Quỹ khác thuộc vốn chủ sở hữu VND,numeric__LNST chưa phân phối VND,numeric__Tổng công VND
Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,1.905.617.932.428,75.648.419.200,30.103.729.672,-,(658.356.225),448.213.156.949,-,1.018.116.256.813,3.477.041.138.837,1905617932428.0,75648419200.0,30103729672.0,,-658356225.0,448213156949.0,,1018116256813.0,3477041138837.0
Tại ngày 31/12/2022,Tại ngày 31/12/2022,Tại ngày 31/12/2022,1.905.627.821.702,66.375.744.992,30.102.969.515,-,(148.660.546),774.124.775.437,-,1.533.573.622.098,4.309.656.273.198,1905627821702.0,66375744992.0,30102969515.0,,-148660546.0,774124775437.0,,1533573622098.0,4309656273198.0
