row_label_raw,row_label_full,Thuế giá trị gia tăng,Tại ngày1/1/2022VND > 211.729.121.066,Số phát sinhtrong nămVND > 4.345.486.952.619,Số đã thực thu/thực nộp trong nămVND > 4.302.007.875.763,Tại ngày31/12/2022VND > 255.208.197.922,numeric__Tại ngày1/1/2022VND > 211.729.121.066,numeric__Số phát sinhtrong nămVND > 4.345.486.952.619,numeric__Số đã thực thu/thực nộp trong nămVND > 4.302.007.875.763,numeric__Tại ngày31/12/2022VND > 255.208.197.922
Thuế TNDN,Thuế TNDN,Thuế TNDN,171.230.292.386,1.193.613.667.231,1.221.846.691.729,142.997.267.888,171230292386.0,1193613667231.0,1221846691729.0,142997267888.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,95.074.448.101,1.257.296.063.462,1.267.759.298.443,84.611.213.120,95074448101.0,1257296063462.0,1267759298443.0,84611213120.0
Khác,Khác,Khác,7.105.891.825,315.250.936.957,313.930.456.553,8.426.372.229,7105891825.0,315250936957.0,313930456553.0,8426372229.0
,,,485.139.753.378,7.111.647.620.269,7.105.544.322.488,491.243.051.159,485139753378.0,7111647620269.0,7105544322488.0,491243051159.0
