row_label_raw,row_label_full,Dịch vụ viễn thông,5.513.554.636,7.633.889.103,numeric__5.513.554.636,numeric__7.633.889.103
Dịch vụ giáo dục,Dịch vụ giáo dục,Dịch vụ giáo dục,-,9.388.326.084,,9388326084.0
Khác,Khác,Khác,109.365.881.731,77.821.634.378,109365881731.0,77821634378.0
,,,114.879.436.367,94.843.849.565,114879436367.0,94843849565.0
